tract,Name,Household_Income_at_Age_35_rH_gM_p25
51085320400,"Ashland, VA",
25027741102,"Southborough, MA",
17181950500,"Dongola, IL",
4013612600,"Desert View Village, Cave Creek, AZ",
28067951000,"Ellisville, MS",
21073070402,"Frankfort, KY",
48209010808,"Dripping Springs, TX",
37179020901,"Monroe, NC",
18089040502,"Highland, IN",
39119911000,"Zanesville, OH",
33011001700,"Hallsville, Manchester, NH",
39071954800,"Hillsboro, OH",
38015010400,"Bismarck, ND",
27053026711,"Maple Grove, MN",
42133021220,"York, PA",
46071961100,"Kadoka, SD",
42101008602,"Walnut Hill, Philadelphia, PA",
13255160800,"Griffin, GA",
34025808300,"Avon-by-the-Sea, NJ",
27027020500,"Moorhead, MN",
37049961202,"Havelock, NC",
39049008900,"Hamilton Garden, Columbus, OH",
36067016600,"Skaneateles, NY",
22057021601,"Raceland, LA",
17201000200,"Loves Park, IL",
20045001202,"Eudora, KS",
37101041201,"Smithfield, NC",
20021958500,"Galena, KS",
33005971600,"Hinsdale, NH",
55079187000,"Northpoint, Milwaukee, WI",
19193000700,"Sioux City, IA",
39133601400,"Kent, OH",
45013002102,"Bluffton, SC",
51153901231,"Manassas, VA",
40151954200,"Alva, OK",
51810043002,"Northeast Virginia Beach, Virginia Beach, VA",
30021000200,"Glendive, MT",
48121021738,"Lewisville, TX",
25023507103,"South Duxbury, Duxbury, MA",
54033031500,"Salem, WV",
42003300100,"Knoxville, Pittsburgh, PA",
37129010600,"Wilmington, NC",
49011126203,"Farmington, UT",
26125157900,"West Bloomfield Township, MI",
16039960100,"Glenns Ferry, ID",
42013101200,"Altoona, PA",
26125130600,"White Lake, White Lake charter Township, MI",
27053002400,"Northeast Minneapolis, Minneapolis, MN",
42003475304,"Bethel Park, PA",
24033801905,"Suitland, Camp Springs, MD",
18029080201,"Guilford, IN",
18097340902,"Speedway, IN",
25017368500,"South Side, Waltham, MA",
26163598000,"Rockwood, MI",
42003140100,"Squirrel Hill North, Pittsburgh, PA",
33009960900,"Dorchester, NH",
51177020110,"Fredericksburg, VA",
18133956000,"Roachdale, IN",
29217950500,"Nevada, MO",
42107003200,"Pottsville, PA",
40037020102,"Tulsa, OK",
55081950600,"Tomah, WI",
34001983400,"Galloway, NJ",
45063020507,"Lexington, SC",
36103159410,"Manorville, NY",
19179960300,"Ottumwa, IA",
42079217700,"Hazleton, PA",
45063021025,"Lexington, SC",
6001405000,"Trestle Glen, Oakland, CA",
42051262100,"Uniontown, PA",
19155030100,"Council Bluffs, IA",
41061970300,"Cove, OR",
42003980300,"Squirrel Hill South, Pittsburgh, PA",
22055001403,"Lafayette, LA",
37099950900,"Cashiers, NC",
42003449000,"Crescent Township, PA",
48121021305,"Southridge, Denton, TX",
42045406903,"Aston, PA",
27027020400,"Moorhead, MN",
55107960200,"Weyerhaeuser, WI",
56001963000,"Laramie, WY",
26165380700,"Cadillac, MI",
6067007018,"Natomas Crossing, Sacramento, CA",
12085000501,"Jensen Beach, FL",
42101003300,"South Philadelphia, Philadelphia, PA",
27059130100,"Stanchfield, MN",
48085031507,"Twin Creeks, Allen, TX",
45075010800,"Orangeburg, SC",
55025012400,"Brooklyn, WI",
13039010602,"Saint Marys, GA",
6085508303,"Sunnyvale West, Sunnyvale, CA",
42029301600,"Elverson, PA",
18043071103,"Floyds Knobs, IN",
48199030600,"Lumberton, TX",
38015011400,"Menoken, ND",
21111010320,"Louisville, KY",
48237950500,"Jacksboro, TX",
51117930400,"Chase City, VA",
42039111800,"Meadville, PA",
47065003400,"Chattanooga, TN",
6075021600,"Noe Valley, San Francisco, CA",
28047001800,"Gulfport, MS",
24019970200,"Hurlock, MD",
39057280102,"Jamestown, OH",
37129011603,"Wilmington, NC",
47157009800,"Memphis, TN",
37031970801,"Swansboro, NC",
36081019000,"Queens County, NY",
18097340500,"Venerable Flackville, Indianapolis, IN",
39061024400,"Cincinnati, OH",
21173920302,"Mount Sterling, KY",
1101000900,"Montgomery, AL",
29071800402,"Leslie, MO",
51173030200,"Saltville, VA",
42003470501,"Pittsburgh, PA",
29077003100,"Westside Community Betterment, Springfield, MO",
13021012600,"Macon, GA",
28047000100,"Biloxi, MS",
29189217923,"Ballwin, MO",
42079201000,"Wilkes-Barre, PA",
36061007300,"Lower Manhattan, New York, NY",
42133021801,"Hanover, PA",
25017335301,"Wakefield, MA",
27097780600,"Little Falls, MN",
13215010203,"Columbus, GA",
6037215101,"Central LA, Los Angeles, CA",
21137920103,"Stanford, KY",
22043020300,"Colfax, LA",
72127010001,"San Juan, PR",
27009021200,"St. Cloud, MN",
1125012305,"Tuscaloosa, AL",
25023501101,"Hingham, MA",
37081016506,"Adams Farm, Greensboro, NC",
39049007044,"Worthington Highlands, Westerville, OH",
36029013701,"Orchard Park, NY",
13067030226,"Acworth, GA",
24510140200,"Upton, Baltimore, MD",
17201003500,"Edgewater, Rockford, IL",
49035101102,"Greater Avenues, Salt Lake City, UT",
47163040500,"Kingsport, TN",
19121060300,"Winterset, IA",
37129012006,"Pine Valley Estates, Wilmington, NC",
26099215300,"Washington, MI",
25025100900,"Mattapan, Boston, MA",
17167000900,"Enos Park, Springfield, IL",
37025041301,"Davidson, NC",
26049001900,"Flint, MI",
25017337202,"Stoneham, MA",
37183050900,"Downtown, Raleigh, NC",
29183312206,"Wentzville, MO",
21111001500,"Park Duvalle, Louisville, KY",
51143011002,"Dry Fork, VA",
27053026612,"Plymouth, MN",
39151714701,"Massillon, OH",
39109315002,"Piqua, OH",
39049010500,"Hemingway Village, Dublin, OH",
37053110301,"Moyock, NC",
17031841800,"South Side, Chicago, IL",
39153520302,"Cuyahoga Falls, OH",
1133965600,"Double Springs, AL",
4013103214,"Paradise Valley Village, Scottsdale, AZ",
47133950500,"Cookeville, TN",
18005010700,"Columbus, IN",
11001004702,"Northwest Washington, Washington, DC",
16005000200,"Pocatello, ID",
19125030600,"Melcher-Dallas, IA",
29151490200,"Linn, MO",
39153507202,"Northwest Akron, Akron, OH",
18177000700,"Richmond, IN",
22071012600,"East Carrollton, New Orleans, LA",
39033974200,"Bucyrus, OH",
5035031000,"Crawfordsville, AR",
40109101200,"Central Oklahoma City, Oklahoma City, OK",
40109103000,"Central Oklahoma City, Oklahoma City, OK",
17031480100,"Calumet Heights, Chicago, IL",
45019005500,"North Charleston, SC",
72025200302,"Caguas, PR",
18097321600,"Washington Township, Indianapolis, IN",
55079186200,"King Park, Milwaukee, WI",
27017070400,"Carlton, MN",
29043020500,"Ozark, MO",
15001021202,"Naalehu, HI",
4013116729,"Ahwatukee Foothills Village, Phoenix, AZ",
42003070500,"Shadyside, Pittsburgh, PA",
36047036002,"Kings County, NY",
37179020800,"Marshville, NC",
13001950500,"Baxley, GA",
39149971600,"Fort Loramie, OH",
27035951700,"Pequot Lakes, MN",
40037020900,"Bristow, OK",
51067020400,"Wirtz, VA",
51710006000,"Norview Heights, Norfolk, VA",
27137001300,"East Hillside, Duluth, MN",
25027754200,"Webster, MA",
21067003407,"Lexington, KY",
12086980500,"Miami, FL",
39049008720,"Edgewood, Columbus, OH",
27043460600,"Wells, MN",
21111007601,"Crescent Hill, Louisville, KY",
26125162200,"Southfield, MI",
29099700206,"High Ridge, MO",
22063040804,"Denham Springs, LA",
36011040200,"Cato, NY",
26163510600,"Hamtramck, MI",
39069000500,"McClure, OH",
12101031406,"The Wilds Condo, New Port Richey, FL",
22051020102,"Bonnabel Place, Metairie, LA",
51089010800,"Martinsville, VA",
17091011800,"Bradley, IL",
13051011103,"Tybee Island, GA",
36081065702,"Queens County, NY",
39137030600,"Columbus Grove, OH",
48121021718,"Lantana, TX",
33007950100,"Clarksville, NH",
22101041000,"Franklin, LA",
39061005800,"Kennedy Heights, Cincinnati, OH",
21173920200,"Mount Sterling, KY",
48201431101,"Westside, Houston, TX",
25025030500,"North End, Boston, MA",
36055015400,"Brockport, NY",
22017020500,"Freestate, North Highlands, Shreveport, LA",
13059002200,"Athens, GA",
39061026800,"Mount Adams, Cincinnati, OH",
16069960200,"Kendrick, ID",
24005403401,"Pikesville, MD",
12033003607,"North Northwest Pensacola, Pensacola, FL",
26015011300,"Hastings, MI",
13185011600,"Lake Park, GA",
28149950100,"Vicksburg, MS",
1083021200,"Madison, AL",
19113010100,"Coggon, IA",
41057960500,"Tillamook, OR",
12073002511,"Lafayette Oaks, Tallahassee, FL",
47037018905,"McMurray, Nashville, TN",
47149041102,"Murfreesboro, TN",
18097340113,"Wayne, Indianapolis, IN",
1073014413,"Hoover, AL",
26081011001,"Belmont, Plainfield charter Township, MI",
13191110200,"Townsend, GA",
27053008300,"Central, Minneapolis, MN",
27123033800,"Summit - University, Saint Paul, MN",
26049013113,"Linden, MI",
47187051001,"Franklin, TN",
12099005938,"Delray Beach, FL",
42101009300,"Haddington, Philadelphia, PA",
32003005715,"Anthem, Henderson, NV",
23017965400,"Mexico, ME",
45019000700,"Radcliffeborough, Charleston, SC",
13051010200,"Savannah, GA",
45063021026,"Lexington, SC",
55059003001,"Genoa City, WI",
9005310400,"Torrington, CT",
45045004200,"Greenville, SC",
1073012912,"Hoover, AL",
1077011801,"Rogersville, AL",
34025812300,"Shrewsbury, NJ",
46035962800,"Mitchell, SD",
42015950300,"Sayre, PA",
36029009401,"Buffalo, NY",
29091090200,"Mountain View, MO",
25017341102,"Malden, MA",
39035161100,"Cleveland, OH",
1055010502,"Glencoe, AL",
4013040513,"Sun City West, AZ",
26123970900,"Newaygo, MI",
12099002100,"Roosevelt Estates, West Palm Beach, FL",
26049013301,"Lake Fenton, Fenton, MI",
18075963100,"Portland, IN",
39081001000,"Steubenville, OH",
11001009810,"Southeast Washington, Washington, DC",
51009010300,"Madison Heights, VA",
6037920032,"Santa Clarita, CA",
17043845602,"Downers Grove, IL",
55021970400,"Portage, WI",
17045070500,"Paris, IL",
23005011202,"Brunswick, Brunswick, ME",
4013420213,"Mesa, AZ",
22071012500,"Uptown/Carrollton, New Orleans, LA",
55025001000,"Dudgeon-Monroe, Madison, WI",
4013613500,"Peoria, AZ",
12009060102,"Indian River Plantation Estates, Mims, FL",
72007230200,"Caguas, PR",
15003002006,"Waikīkī, Honolulu, HI",
27007450400,"Hines, MN",
42041012501,"Carlisle, PA",
26029001000,"East Jordan, MI",
72017590300,"Barceloneta, PR",
51810044806,"Northeast Virginia Beach, Virginia Beach, VA",
51107611025,"Brambleton, VA",
36103110200,"Huntington, NY",
18067000800,"Kokomo, IN",
55133202700,"Waukesha, WI",
36021001900,"Germantown, NY",
13073030309,"Evans, GA",
12069030807,"Tavares, FL",
39049006923,"Forest Park West, Columbus, OH",
13051010102,"Thunderbolt, GA",
28073020100,"Sumrall, MS",
42091203700,"Norristown, PA",
36089492800,"Hammond, NY",
35031940500,"Zuni, NM",
53009001800,"Sequim, WA",
12069030207,"Eustis, FL",
55009021000,"Green Bay, WI",
46135966301,"Yankton, SD",
48491020505,"Oakcreek, Round Rock, TX",
44003020601,"Coventry, RI",
28145950400,"New Albany, MS",
29129470100,"Mercer, MO",
36109001800,"Tompkins County, NY",
4009961100,"Pima, AZ",
36029005400,"Park Meadow, Buffalo, NY",
6081612800,"Menlo Park, CA",
21029020202,"Mount Washington, KY",
6067000800,"Central Sacramento, Sacramento, CA",
20045000603,"Monterey, Lawrence, KS",
37119001100,"Chantilly, Charlotte, NC",
12127080500,"Ormond Shores, Ormond Beach, FL",
8013061400,"Superior, CO",
17031671500,"Englewood, Chicago, IL",
37183053721,"Raleigh, NC",
21059000700,"Owensboro, KY",
1127021800,"Sumiton, AL",
29099700900,"Festus, MO",
26099258100,"Eastpointe, MI",
24025306200,"Havre de Grace, MD",
26049010110,"Clio, MI",
1055011100,"Altoona, AL",
36081030600,"Queens County, NY",
6059099506,"Sunset Beach, Huntington Beach, CA",
37119006109,"Beatties Ford - Trinity, Charlotte, NC",
32029970200,"Reno, NV",
72029100602,"Canóvanas, PR",
34007603302,"Cherry Hill, NJ",
18167001700,"Brittlebank, Terre Haute, IN",
42079216200,"Berwick, PA",
27053026020,"Eden Prairie, MN",
37127010502,"Rocky Mount, NC",
47183968700,"Palmersville, TN",
46111962100,"Artesian, SD",
36115080300,"Hudson Falls, NY",
42011011603,"Reading, PA",
22005030402,"Gonzales, LA",
21121930602,"Artemus, KY",
25013813701,"Monson Center, Monson, MA",
17177000200,"Freeport, IL",
36095740800,"Gilboa, NY",
24510160600,"Mosher, Baltimore, MD",
31133967800,"Pawnee City, NE",
36021002000,"Germantown, NY",
55079185400,"Lindsay Heights, Milwaukee, WI",
47093003400,"Knoxville, TN",
17197880416,"Plainfield, IL",
13089023413,"Decatur, GA",
6061020502,"Auburn, CA",
22033004016,"Baton Rouge, LA",
13255160700,"Griffin, GA",
55009001100,"Green Bay, WI",
20205097300,"Fredonia, KS",
47097050600,"Henning, TN",
39173021702,"Bowling Green, OH",
18035002800,"Downtown, Muncie, IN",
5113950100,"Mena, AR",
37067001601,"Winston-Salem, NC",
18141010100,"Mishawaka, IN",
20121100601,"Paola, KS",
6111007609,"Moorpark, CA",
6085503329,"East San Jose, San Jose, CA",
17111870704,"McHenry, IL",
55073001600,"Ringle, WI",
21025920400,"Jackson, KY",
29095014002,"Oak Grove, MO",
55131430100,"West Bend, WI",
36017970601,"Norwich, NY",
32003003251,"Summerlin, Las Vegas, NV",
20091053007,"Woodbrook, Olathe, KS",
10003001200,"Forty Acres, Wilmington, DE",
17101881100,"Lawrenceville, IL",
42117950900,"Wellsboro, PA",
17031490600,"Longwood Manor, Chicago, IL",
42007604902,"Aliquippa, PA",
19153010205,"Ankeny, IA",
45073030100,"Mountain Rest, SC",
42011011101,"Wyomissing, PA",
26161411700,"Gault Village, Ypsilanti, MI",
13095010402,"Albany, GA",
20173009900,"Mulvane, KS",
9007610100,"Clinton, CT",
34005704011,"Marlton, Evesham Township, NJ",
9011702700,"Long Hill, Groton, CT",
34027043401,"Morristown, NJ",
19177950100,"Keosauqua, IA",
55027960500,"Fox Lake, WI",
12105011204,"Lakeland, FL",
72053150302,"Fajardo, PR",
36065020102,"Utica, NY",
36115089000,"Greenwich, NY",
24003730505,"South Gate, Glen Burnie, MD",
55025000401,"Westmorland, Madison, WI",
25015820203,"Belchertown, Belchertown, MA",
17115002700,"Blue Mound, IL",
45037970400,"Trenton, SC",
6037262501,"Pacific Palisades, Los Angeles, CA",
39085204800,"The Pines, Painesville, OH",
36119005002,"Eastchester, NY",
39035154604,"Garfield Heights, OH",
47157021753,"Memphis, TN",
26139024600,"Hudsonville, MI",
26099268100,"Center Line, MI",
35053978200,"Magdalena, NM",
42091203302,"Eagleville, PA",
28075010400,"Meridian, MS",
20091050000,"Holmesland, Westwood, KS",
17031060500,"Wrigleyville, Chicago, IL",
55023960100,"Soldiers Grove, WI",
53011041105,"Vancouver, WA",
41051004602,"Southwest Portland, Portland, OR",
21127930400,"Louisa, KY",
55023960500,"Prairie du Chien, WI",
4013071505,"Sun City, AZ",
55079080100,"Shorewood, WI",
12109021405,"Saint Augustine Beach, FL",
36061021400,"Upper Manhattan, New York, NY",
6037574800,"Park Estates, Long Beach, CA",
1097003000,"Crestview, Mobile, AL",
13291000205,"Blairsville, GA",
72021030800,"Bayamón, PR",
27109001100,"Apple Hill, Rochester, MN",
9001220300,"New Fairfield, CT",
54107010502,"Vienna, WV",
49001100200,"Milford, UT",
18103952200,"Peru, IN",
37183051900,"East Raleigh, Raleigh, NC",
26125171000,"Oak Park, MI",
36029007600,"Tonawanda, NY",
17043846507,"Aurora, IL",
1073013801,"Bessemer, AL",
39049010200,"South Columbus, Canal Winchester, OH",
41039000902,"Elmira, OR",
22051028200,"Bridge City, LA",
37081015100,"Browns Summit, NC",
53061051928,"Lynnwood, WA",
12031013723,"Westside, Jacksonville, FL",
36047047600,"Kings County, NY",
2170000300,"Palmer, AK",
6067988300,"Represa, Folsom, CA",
26017285500,"Bay City, MI",
37183054017,"North Raleigh, Raleigh, NC",
53037975500,"Ellensburg, WA",
42003261400,"Perry South, Pittsburgh, PA",
36001001901,"Helderberg, Albany, NY",
29510115500,"Dutchtown, St. Louis, MO",
55133201503,"Weather Creek, New Berlin, WI",
25017332300,"Burlington, MA",
13051011109,"Savannah, GA",
72011810600,"Añasco, PR",
12011080200,"Melaleuca Gardens, Dania Beach, FL",
41071030502,"Sheridan, OR",
5005950300,"Mountain Home, AR",
12015010501,"Punta Gorda, FL",
53075000800,"Colfax, WA",
28013950400,"Vardaman, MS",
51061930304,"Broad Run, VA",
45041000101,"Florence, SC",
21111012603,"Louisville, KY",
26099214000,"Macomb County, MI",
16021970200,"Bonners Ferry, ID",
19153001000,"Beaverdale, Des Moines, IA",
47157020900,"Arlington, TN",
36047027900,"Kings County, NY",
17031835700,"Bronzeville, Chicago, IL",
28089030101,"Madison, MS",
36103110101,"Lloyd Harbor, NY",
29097010200,"Joplin, MO",
13067030335,"Marietta, GA",
55083101100,"Abrams, WI",
29189216200,"University City, MO",
24033800900,"Aquasco, MD",
47113000600,"Jackson, TN",
27003051101,"Fridley, MN",
36103110600,"Northport, NY",
6037551600,"Downey, CA",
72127000400,"San Juan, PR",
39049002510,"North Central Columbus, Columbus, OH",
1117030337,"Shelby County, AL",
29183312001,"O'Fallon, MO",
32003003228,"Las Vegas, NV",
42003413300,"Pittsburgh, PA",
12033002400,"Pensacola, FL",
53053072602,"Lakebay, WA",
13121010123,"Sandy Springs, GA",
17005951200,"Greenville, IL",
29095007200,"Plaza Area, Kansas City, MO",
37119005404,"Derita - Statesville, Charlotte, NC",
18091041200,"Michiana Shores, IN",
47079969500,"Paris, TN",
24033802803,"Capitol Heights, MD",
16055001900,"Cataldo, ID",
39041010520,"Delaware, OH",
37157041200,"Reidsville, NC",
13021011702,"Macon, GA",
12099003509,"Palm Beach, FL",
53033005200,"Northeast Seattle, Seattle, WA",
39005970300,"Ashland, OH",
48349970400,"Barry, TX",
42019902900,"Butler, PA",
54081001300,"Beckley, WV",
8005005635,"Centennial, CO",
17143002600,"Peoria, IL",
40119010200,"Stillwater, OK",
12011041500,"Central Fort Lauderdale, Fort Lauderdale, FL",
12057006400,"South Tampa, Tampa, FL",
45077011001,"Liberty, SC",
39061007500,"Northside, Cincinnati, OH",
24021750600,"Frederick, MD",
48491020107,"Sun City, Georgetown, TX",
25021419500,"Braintree, MA",
48113020600,"Northwest Dallas, Dallas, TX",
13215010201,"Columbus, GA",
42107000601,"Shenandoah, PA",
1081041800,"Opelika, AL",
12121970301,"Live Oak, FL",
51660000301,"Harrisonburg, VA",
20177003500,"Silver Lake, KS",
72127003300,"San Juan, PR",
47033961400,"Bells, TN",
29189216000,"University City, MO",
47097050506,"Ripley, TN",
5085020204,"Cabot, AR",
36059519703,"Plainview, NY",
45007010103,"Easley, SC",
5067480300,"Newport, AR",
26163571000,"Inkster, MI",
9015815000,"Chaplin, CT",
41051003902,"North Portland, Portland, OR",
53029971600,"Camano Island, WA",
27003050710,"Coon Rapids, MN",
42045407803,"Springfield, PA",
51760021000,"East End, Richmond, VA",
55031020700,"Billings Park, Superior, WI",
19123950400,"Oskaloosa, IA",
54107000903,"Parkersburg, WV",
34007608402,"Sicklerville, NJ",
51087200501,"Richmond, VA",
13119890101,"Lavonia, GA",
41051003702,"Humboldt, Portland, OR",
20015020903,"Douglass, KS",
41051006702,"Hayhurst, Portland, OR",
36103158310,"Middle Island, NY",
39043040300,"Berlin Heights, OH",
23029956300,"Jonesport, ME",
37061090600,"Chinquapin, NC",
46083010106,"Sioux Falls, SD",
29510121100,"Midtown, St. Louis, MO",
12009071600,"Merritt Ridge Sheet, Merritt Island, FL",
49005000102,"Cornish, UT",
45045001205,"Greenville, SC",
4013103215,"Greenbrier East, Phoenix, AZ",
29155470400,"Caruthersville, MO",
18089043202,"Crown Point, IN",
36047037000,"Kings County, NY",
12073002512,"Tallahassee, FL",
21111011712,"Louisville, KY",
34027044701,"Lake Hopatcong, Jefferson, NJ",
22055002104,"Carencro, LA",
51155210600,"Dublin, VA",
27009020300,"Sauk Rapids, MN",
42091207400,"Telford, PA",
46015973200,"Chamberlain, SD",
36101960600,"Hornell, NY",
42017101401,"Feasterville-Trevose, PA",
26099225200,"Shelby charter Township, MI",
41059950700,"Pendleton, OR",
24021752501,"Middletown, MD",
12063210600,"Marianna, FL",
37001021902,"Snow Camp, NC",
48493000103,"La Vernia, TX",
21111011302,"Newburg, Louisville, KY",
17123961100,"Varna, IL",
6037701402,"Wilshire Montana, Santa Monica, CA",
6059032043,"Trabuco Canyon, CA",
6067008136,"Stock Ranch Residential, Citrus Heights, CA",
29095008600,"Armour Hills, Kansas City, MO",
20091053105,"Lexington Park, Overland Park, KS",
39119912100,"Zanesville, OH",
36081112900,"Queens County, NY",
42013011600,"Claysburg, PA",
29095013407,"South Kansas City, Kansas City, MO",
30053000300,"Libby, MT",
29051010500,"Jefferson City, MO",
42003521200,"Monroeville, PA",
48361020200,"Orange, TX",
37119006303,"Huntersville, NC",
42009960100,"Saxton, PA",
37021002101,"Biltmore Forest, NC",
39169002100,"Wooster, OH",
12031011400,"Northside, Jacksonville, FL",
5131010201,"Greenwood, AR",
41007950900,"Seaside, OR",
48245011500,"Beaumont, TX",
53061051916,"Bothell, WA",
25015820500,"Amherst Center, Amherst, MA",
48467951000,"Canton, TX",
42017105012,"Southampton, PA",
36119004400,"North Side, Mount Vernon, NY",
36121970700,"Castile, NY",
55075961200,"Marinette, WI",
42125746301,"Canonsburg, PA",
39045030100,"Millersport, OH",
13089023603,"Decatur, GA",
51115951300,"Cobbs Creek, VA",
47093000100,"Downtown, Knoxville, TN",
53033006900,"Queen Anne, Seattle, WA",
18097390402,"Franklin Township, Indianapolis, IN",
6059021829,"Yorba Linda, CA",
72113072400," County, PR",
42047950100,"Wilcox, PA",
22019003600,"Vinton, LA",
22099020100,"Breaux Bridge, LA",
27053101600,"Hawthorne, Minneapolis, MN",
55111000100,"Baraboo, WI",
42091208500,"Schwenksville, PA",
24035810600,"Queenstown, MD",
26037011002,"Laingsburg, MI",
37031970302,"Beaufort, NC",
13089020700,"Kirkwood, Atlanta, GA",
34023001902,"Edison, NJ",
16065950301,"Rexburg, ID",
17031050800,"North Center, Chicago, IL",
39149971800,"Sidney, OH",
42133000800,"York, PA",
39099811600,"Youngstown, OH",
45079011702,"Columbia, SC",
34037374100,"Green Township, NJ",
21071920700,"Garrett, KY",
53063003000,"East Central, Spokane, WA",
12031014204,"Beaches, Jacksonville Beach, FL",
53061053507,"Arlington, WA",
47109930500,"Selmer, TN",
47011011201,"Cleveland, TN",
47157022500,"Whitehaven, Memphis, TN",
12111380100,"Fort Pierce, FL",
17119402400,"Alton, IL",
12055961601,"Venus, FL",
1003010400,"Bay Minette, AL",
12063210200,"Campbellton, FL",
42091201603,"Willow Grove, PA",
42129801100,"Lower Burrell, PA",
51540000302,"Charlottesville, VA",
36029003500,"MLK Park, Buffalo, NY",
29003010400,"Savannah, MO",
1089000302,"Huntsville, AL",
22071002000,"St. Roch, New Orleans, LA",
21101020500,"Henderson, KY",
17009970400,"Mount Sterling, IL",
72025202300,"Caguas, PR",
18033020200,"Auburn, IN",
1009050700,"Remlap, AL",
39153531702,"Clinton, OH",
42073010201,"New Castle, PA",
29091090700,"West Plains, MO",
37171930101,"Mount Airy, NC",
34005704009,"Evesham Township, NJ",
42043024600,"Harrisburg, PA",
42071012302,"Ephrata, PA",
6013337300,"Concord, CA",
13021010400,"Macon, GA",
25017314200,"Dracut, MA",
37157040300,"Eden, NC",
26161412700,"Ypsilanti, MI",
51041101009,"Chesterfield, VA",
1073003001,"Bush Hills, Birmingham, AL",
19017004400,"Tripoli, IA",
49035112613,"Sandy, UT",
17197881105,"Mokena, IL",
42001030800,"Abbottstown, PA",
17043846405,"Naperville, IL",
21067003201,"Bryan Station, Lexington, KY",
36111954600,"Napanoch, NY",
53047970600,"Omak, WA",
40109106610,"Central Oklahoma City, Oklahoma City, OK",
1089000901,"Huntsville, AL",
39155921400,"Warren, OH",
42003523200,"Laketon Heights, Pittsburgh, PA",
50005957500,"St. Johnsbury, Saint Johnsbury, VT",
47037013201,"Charlotte Park, Nashville, TN",
21111010902,"Avondale Melbourne Heights, Louisville, KY",
18141002500,"South Bend, IN",
12033001700,"Northwest Pensacola, Pensacola, FL",
19125030401,"Knoxville, IA",
54061011300,"Morgantown, WV",
12045960100,"Wewahitchka, FL",
41067031513,"Bethany, Portland, OR",
1127020900,"Jasper, AL",
36067014300,"East Syracuse, NY",
26163507400,"Highland Park, MI",
42029311500,"Elverson, PA",
8037000503,"Avon, CO",
45083021001,"Spartanburg, SC",
18089011200,"Gary, IN",
4013103207,"Paradise Valley Village, Scottsdale, AZ",
72113070503,"Ponce, PR",
48347950100,"Garrison, TX",
24031704806,"Bethesda, MD",
24003750300,"Linthicum Heights, MD",
36047083200,"Kings County, NY",
41051003801,"Kenton, Portland, OR",
34033021700,"Salem County, NJ",
39049009420,"South Columbus, Columbus, OH",
9001061200,"Fairfield, CT",
12083001003,"Dunnellon, FL",
26073000300,"Shepherd, MI",
72145560802,"Vega Baja, PR",
42003447000,"Sewickley, PA",
45079000500,"Columbia, SC",
17031231500,"East Garfield Park, Chicago, IL",
37129012201,"Carolina Beach, NC",
42133020910,"York Haven, PA",
36107020702,"Waverly, NY",
17031490902,"South Side, Chicago, IL",
36063023600,"Lockport, NY",
36089491500,"Ogdensburg, NY",
13235950200,"Hawkinsville, GA",
50027965000,"Norwich, VT",
1097001400,"Maysville, Mobile, AL",
49049010503,"Spanish Fork, UT",
24005491900,"Parkville, MD",
34013011200,"East Orange, NJ",
37119005612,"Charlotte, NC",
13067030220,"Kennesaw, GA",
34013004801,"Weequahic, Newark, NJ",
45083021401,"Spartanburg, SC",
45045002702,"Taylors, SC",
21207960300,"Jamestown, KY",
55115101100,"Pulaski, WI",
28047003402,"Biloxi, MS",
1003010200,"Bay Minette, AL",
13001950200,"Baxley, GA",
39019720500,"Carrollton, OH",
39035154300,"Garfield Heights, OH",
18081611300,"Edinburgh, IN",
39025040302,"Huntington, Loveland, OH",
41047002304,"South Gateway, Salem, OR",
51590001301,"Danville, VA",
37085070802,"Lillington, NC",
30031000101,"Belgrade, MT",
19105070100,"Monticello, IA",
28103950200,"Macon, MS",
50027965100,"South Royalton, Royalton, VT",
22103040708,"Slidell, LA",
22055000603,"Lafayette, LA",
42003429700,"Pittsburgh, PA",
18137968800,"Osgood, IN",
21231920200,"Monticello, KY",
39095002600,"Roosevelt, Toledo, OH",
6059110006,"Rossmoor, CA",
4013816300,"Trilogy, Gilbert, AZ",
39153505400,"Kenmore, Akron, OH",
17119400802,"Granite City, IL",
29107090500,"Concordia, MO",
4012020202,"Parker, AZ",
27123036000,"West Seventh, Saint Paul, MN",
48453001603,"Old West Austin, Austin, TX",
36005036800,"Bronx County, NY",
19125030402,"Knoxville, IA",
6087120700,"Felton, CA",
39035154400,"Garfield Heights, OH",
21111009106,"Louisville, KY",
39035179102,"Pepper Pike, OH",
27119020300,"East Grand Forks, MN",
26051000800,"Beaverton, MI",
26125161300,"Southfield, MI",
6037573401,"Signal Hill, CA",
20045000400,"Lawrence, KS",
34025812501,"Millstone, NJ",
39133601901,"Atwater, OH",
13185010301,"Valdosta, GA",
47149040810,"Eagleville, TN",
18159020400,"Tipton, IN",
28035000200,"The Oaks, Hattiesburg, MS",
29201780100,"Scott City, MO",
36043010400,"Ilion, NY",
1005950300,"Louisville, AL",
55105002100,"Beloit, WI",
13267950202,"Reidsville, GA",
37051003102,"Jack Britt, Fayetteville, NC",
21111000300,"Portland, Louisville, KY",
25009266400,"Amesbury, MA",
40109108110,"Northeast Oklahoma City, Edmond, OK",
26125171200,"Oak Park, MI",
11001004001,"Adams Morgan, Washington, DC",
41003010900,"Philomath, OR",
27141030101,"Zimmerman, MN",
