tract,Name,Household_Income_at_Age_35_rW_gF_p25
36047039700,"Kings County, NY",
36081128300,"Queens County, NY",
6001422900,"Downtown Berkeley, Berkeley, CA",
6001400700,"Santa Fe, Emeryville, CA",
48215022203,"Donna, TX",
31075956300,"Hyannis, NE",
8123002005,"Dacono, CO",
6065940100,"Parker, CA",
42101002200,"Newbold, Philadelphia, PA",
1047957200,"Selma, AL",
4021000604,"Tucson, AZ",
6037572700,"Lower Westside, Long Beach, CA",
32023960200,"Tonopah, NV",
48453000803,"Chestnut, Austin, TX",
6037217100,"Central LA, Los Angeles, CA",
39095002300,"Warren Sherman, Toledo, OH",
11001002102,"Northwest Washington, Washington, DC",
35049010203,"Santa Fe, NM",
48491001714,,
36081046200,"Queens County, NY",
36061003001,"Lower Manhattan, New York, NY",
6025010700,"Brawley, CA",
72059740200,"Guayanilla, PR",
9001070300,"West End - West Side, Bridgeport, CT",
6025012400,"Niland, CA",
34023008204,"Clearbrook Park, Monroe Township, NJ",
13059000401,"Athens, GA",
12086000504,"Opa-locka, FL",
48453002109,"MLK, Austin, TX",
48201220700,"Eastex/ Jensen, Houston, TX",
4013817300,"Sun Lakes, AZ",
6053010608,"Salinas, CA",
72129220502,"San Lorenzo, PR",
37063002300,"Hillside Avenue/St. Teresa, Durham, NC",
72127005101,"San Juan, PR",
25025000703,"Brighton, Boston, MA",
17031500100,"Cottage Grove Heights, Chicago, IL",
48113020200,"Dallas, TX",
42101980200,"Northeast Philadelphia, Philadelphia, PA",
13051011200,"Historic District - South, Savannah, GA",
36005023100,"Bronx County, NY",
36047029300,"Kings County, NY",
11001001901,"Brightwood, Washington, DC",
72055961300,"Guánica, PR",
51590980100,"Danville, VA",
72065310100,"Arecibo, PR",
28027950600,"Clarksdale, MS",
12057980700,"Lutz, FL",
48201411200,"River Oaks, Houston, TX",
36005005001,"Bronx County, NY",
48245006100,"Port Arthur, TX",
34013011700,"East Orange, NJ",
36047005300,"Kings County, NY",
42101026302,"North Philadelphia, Philadelphia, PA",
48215022104,"Donna, TX",
6001400900,"Gaskill, Oakland, CA",
6037203710,"Boyle Heights, Los Angeles, CA",
48029121905,"Far North Central, San Antonio, TX",
12086002404,"Allapattah, Miami, FL",
6037237300,"South Los Angeles, Los Angeles, CA",
36047037500,"Kings County, NY",
42045405100,"Chester, PA",
24033803520,"Bowie, MD",
36005013500,"Bronx County, NY",
22079012800,"Alexandria, LA",
72031050803,"Hoyo Mulas, Carolina, PR",
48323950204,"Eagle Pass, TX",
17031839600,"Bronzeville, Chicago, IL",
6001410400,"Iveywood, Oakland, CA",
6037920026,"Santa Clarita, CA",
42133000900,"York, PA",
72153750503,"Yauco, PR",
36005036902,"Bronx County, NY",
28049011400,"Greater Belhaven, Jackson, MS",
72021031004,"Bayamón, PR",
51760060200,"Manchester, Richmond, VA",
72053150601,"Fajardo, PR",
6037600304,"South Los Angeles, Los Angeles, CA",
36081068300,"Queens County, NY",
48061980001,"Harlingen, TX",
36047119800,"Kings County, NY",
17031460200,"South Chicago, Chicago, IL",
36081015200,"Queens County, NY",
25025020302,"Beacon Hill, Boston, MA",
72151950800,"Yabucoa, PR",
36047028900,"Kings County, NY",
72143550500,"Vega Alta, PR",
42079980100,"West Hazleton, PA",
24005408400,"Cockeysville, MD",
36081027400,"Queens County, NY",
6075023300,"Bayview, San Francisco, CA",
25025010600,"Prudential / St. Botolph, Boston, MA",
26163510400,"Hamtramck, MI",
48201333100,"Southeast Houston, Houston, TX",
42101017100,"Allegheny West, Philadelphia, PA",
24510280404,"Irvington, Baltimore, MD",
6073006300,"Midway District, San Diego, CA",
36047090200,"Kings County, NY",
26163512900,"Detroit, MI",
12057014008,"Sun City Center, FL",
36081084602,"Queens County, NY",
48085030302,"Prosper, TX",
36005018301,"Bronx County, NY",
6037531902,"South Montebello, East Los Angeles, CA",
17031430700,"South Side, Chicago, IL",
6047001601,"Merced, CA",
26163534100,"Detroit, MI",
48201220200,"Northside, Houston, TX",
12086004403,"Flamingo / Lummus, Miami Beach, FL",
24510200701,"Allendale, Baltimore, MD",
29095005300,"East Side, Kansas City, MO",
17031827000,"Harvey, IL",
6037433307,"El Monte, CA",
42101028700,"Hunting Park, Philadelphia, PA",
72007230400,"Cidra, PR",
13063980000,"Atlanta, GA",
72097081522,"Mayagüez, PR",
6037462002,"North Central, Pasadena, CA",
34013023000,"West Side, Newark, NJ",
17031222600,"Logan Square, Chicago, IL",
39035188103,"Warrensville Heights, OH",
55025001606,"Madison, WI",
26163545100,"Grandale, Detroit, MI",
53027940000,"Taholah, WA",
48113010805,"Oak Cliff, Dallas, TX",
25025981000,"Roslindale, Boston, MA",
22033003101,"Scotlandville, Baton Rouge, LA",
13063070109,,
40109105202,"Central Oklahoma City, Oklahoma City, OK",
36081055900,"Queens County, NY",
48029181820,"Northwest Side, San Antonio, TX",
12086002502,"Allapattah, Miami, FL",
4001945100,"Sanders, AZ",
15003009704,"Waianae, HI",
17177020100,,
6065045212,"Indio, CA",
45045000700,"West Greenville, Greenville, SC",
51740212100,"Portsmouth, VA",
72151950900,"Yabucoa, PR",
4021001711,"Maricopa, AZ",
36067005602,"Eastside, Syracuse, NY",
24033805601,"Hyattsville, MD",
36093021001,"Seward Place, Schenectady, NY",
12021011002,"City of Marco, Marco Island, FL",
6081613300,"Woodside, CA",
34013001900,"Lower Vailsburg, Newark, NJ",
22095070800,"Reserve, LA",
26049003200,"Flint, MI",
36047028100,"Kings County, NY",
37129980100,"Wilmington, NC",
48479001714,"Lakeside, Laredo, TX",
17031842900,"University Village / Little Italy, Chicago, IL",
6037228420,"South Los Angeles, Los Angeles, CA",
32003005713,"Henderson, NV",
1025958001,"Jackson, AL",
47157022321,"Valley Forge, Memphis, TN",
6037211201,"Central LA, Los Angeles, CA",
34013011900,"Irvington, NJ",
29510110200,"O'Fallons Park, St. Louis, MO",
72127006500,"San Juan, PR",
1087232100,"Tuskegee, AL",
12001000902,"Gainesville, FL",
6037209300,"Central LA, Los Angeles, CA",
36081000100,"Queens County, NY",
72085190301,"Las Piedras, PR",
56039967701,"Jackson, WY",
36061004200,"Lower Manhattan, New York, NY",
72099420100,"Moca, PR",
36047102200,"Kings County, NY",
48029171919,"Far West Side, San Antonio, TX",
72127003200,"San Juan, PR",
12086006503,"Coral Way, Miami, FL",
6037231500,"Leimert Park, Los Angeles, CA",
36081049600,"Queens County, NY",
36047049500,"Kings County, NY",
1101002400,"Montgomery, AL",
6001409800,"Oak Knoll Golf Links, Oakland, CA",
72021031021,"Bayamón, PR",
17031431301,"South Shore, Chicago, IL",
6037542104,"East Compton, CA",
47065012200,"Avondale, Chattanooga, TN",
11001004300,"Northwest Washington, Washington, DC",
36081008700,"Queens County, NY",
17031730600,"South Side, Chicago, IL",
72153750602,"Yauco, PR",
25025010404,"Fenway/Kenmore, Boston, MA",
34029731206,"Holiday City-Berkeley, Toms River, NJ",
47037013800,"North Nashville, Nashville, TN",
18089010900,"Gary, IN",
11001008200,"Northeast Washington, Washington, DC",
13089023602,"Decatur, GA",
36061020102,"Harlem, New York, NY",
24033803509,"Dodge Park, Hyattsville, MD",
37119005824,"Charlotte, NC",
4013812500,"Chandler, AZ",
36081027000,"Queens County, NY",
48215024114,"Mission, TX",
8123002006,"Brighton, CO",
72047530400,"Corozal, PR",
72113070502,"Ponce, PR",
72051540700,"Toa Alta, PR",
25015820400,"Amherst Center, Amherst, MA",
6067007016,"Gateway West, Sacramento, CA",
26163536800,"Detroit, MI",
6037407301,"La Puente, CA",
72005401200,"Aguadilla Pueblo, PR",
36061019800,"East Harlem, New York, NY",
6037532304,"South Montebello, Commerce, CA",
6013355116,"San Ramon, CA",
4013111203,"Camelback East Village, Phoenix, AZ",
1073002900,"Smithfield, Birmingham, AL",
72021031502,"Bayamón, PR",
24510060400,"Baltimore, MD",
15003008410,"Ewa, Ewa Beach, HI",
48215024402,"Weslaco, TX",
26163512300,"Detroit, MI",
26125142200,"Pontiac, MI",
24510080301,"Berea, Baltimore, MD",
6001403400,"Downtown Oakland, Oakland, CA",
6037530700,"Los Angeles, CA",
17097862300,"Waukegan, IL",
72127002500,"San Juan, PR",
72137121400,"5ta Sección, Toa Baja, PR",
12099005933,"Villages of Oriole, Delray Beach, FL",
4013114200,"Central City, Phoenix, AZ",
17031835900,"Bronzeville, Chicago, IL",
24510271700,"Central Park Heights, Baltimore, MD",
4013116730,"Ahwatukee Foothills Village, Phoenix, AZ",
12086003919,"Mid-Beach, Miami Beach, FL",
48245011302,"Beaumont, TX",
17031283100,"University Village / Little Italy, Chicago, IL",
48113003400,"Cedar Crest, Dallas, TX",
6107004000,"Porterville, CA",
37025042101,"Concord, NC",
36005038100,"Bronx County, NY",
32003003625,"North Las Vegas, NV",
4021000212,"Copper Basin, San Tan Valley, AZ",
11001007503,"Historic Anacostia, Washington, DC",
36081040700,"Queens County, NY",
48029110900,"Midtown, San Antonio, TX",
6025012100,"Calexico, CA",
72085190101,"Las Piedras, PR",
72021030103,"Bayamón, PR",
31109003500,"Lincoln, NE",
24510271503,"Cross Keys, Baltimore, MD",
28011950100,"Shelby, MS",
24510160200,"Sandtown-Winchester, Baltimore, MD",
15009031102,"Kahului, HI",
6013375000,"Belding Woods, Richmond, CA",
39035196000,"Cleveland Heights, OH",
29510219800,,
4019001000,"Barrio Santa Rosa, Tucson, AZ",
6037532603,"Huntington Park, CA",
12086015200,"Miami, FL",
4013980100,"Maricopa County, AZ",
36047096800,"Kings County, NY",
6037531201,"Los Angeles, CA",
31109000600,"Lincoln, NE",
25025092000,"Dorchester, Boston, MA",
17031610400,"Back of the Yards, Chicago, IL",
36081056000,"Queens County, NY",
36059407204,"Hempstead, NY",
1101000100,"Montgomery, AL",
6013365002,"Richmond, CA",
17031560200,"South Side, Chicago, IL",
36061029900,"Inwood, New York, NY",
12099007100,"Boca Raton, FL",
17031030104,"Edgewater, Chicago, IL",
6037542800,"Compton, CA",
12057003100,"Ybor Heights, Tampa, FL",
17031220902,"Logan Square, Chicago, IL",
36047111800,"Kings County, NY",
22071014000,"Central City, New Orleans, LA",
55101980000,"Union Grove, WI",
8113968101,"Telluride, CO",
26163538300,"Detroit, MI",
36119985000,"Purchase, Port Chester, NY",
6037117407,"North Hills, Los Angeles, CA",
51650011400,"Phoebus, Hampton, VA",
6037238310,"South Figueroa Corridor, Los Angeles, CA",
12057010900,"Tampa, FL",
34017003000,"McGinley Square, Jersey City, NJ",
48027980001,"Killeen, TX",
39035120801,"Mount Pleasant, Cleveland, OH",
36081044601,"Queens County, NY",
48121021626,"Kings Gate, Plano, TX",
39035104200,"Tremont, Cleveland, OH",
72109290100,"Patillas, PR",
36047072600,"Kings County, NY",
11001007200,"Capitol Riverfront, Washington, DC",
11001009302,"Brookland, Washington, DC",
20209042501,"Armourdale, Kansas City, KS",
72149720100,"Villalba, PR",
39035119300,"Woodland Hills, Cleveland, OH",
48215024403,"Elsa, TX",
72021031301,"Bayamón, PR",
17167001500,"Pioneer Park, Springfield, IL",
48085031657,"Legacy Town Center North, Plano, TX",
36081053401,"Queens County, NY",
12086014200,"Miami, FL",
17097862700,"Waukegan, IL",
48131950100,"San Diego, TX",
48029130200,"East Side, San Antonio, TX",
17031842400,"South Side, Chicago, IL",
48309001500,"East Riverside, Waco, TX",
48201212300,"Near Northside, Houston, TX",
48507950302,"Crystal City, TX",
6059099510,"Leisure World, Seal Beach, CA",
6111004704,"Oxnard, CA",
24033802407,"District Heights, MD",
34013004600,"Weequahic, Newark, NJ",
36061016400,"East Harlem, New York, NY",
72101955202,"Morovis, PR",
72029100103,"Canóvanas, PR",
34013001300,"Fairmount, Newark, NJ",
22071001741,"Village De L'Est, New Orleans, LA",
6037600202,"South Los Angeles, Los Angeles, CA",
6111000200,"Fillmore, CA",
6037502402,"El Rancho, Pico Rivera, CA",
6037530901,"Los Angeles, CA",
6037119340,"Panorama City, Los Angeles, CA",
22071002900,"Seventh Ward, New Orleans, LA",
17031260100,"East Garfield Park, Chicago, IL",
51700010400,,
12099002400,"Progressive Northwest, West Palm Beach, FL",
12099007746,"Boca Raton, FL",
36081052000,"Queens County, NY",
17031080400,"Old Town, Chicago, IL",
36047115200,"Kings County, NY",
72021031121,"Bayamón, PR",
42003101600,"Garfield, Pittsburgh, PA",
4027011504,"Somerton, AZ",
36047054900,"Kings County, NY",
53005011600,"Prosser, WA",
6001422800,"Southside, Berkeley, CA",
6037533403,"Maywood, CA",
36081120500,"Queens County, NY",
25025081500,"Roxbury, Boston, MA",
6037183220,"Northeast Los Angeles, Los Angeles, CA",
17031200401,"Hermosa, Chicago, IL",
48113001701,"Arts District, Dallas, TX",
6075020800,"Mission District, San Francisco, CA",
48439111312,"Mansfield, TX",
26163516300,"Islandview, Detroit, MI",
26163531400,"Dexter-Linwood, Detroit, MI",
25025091400,"Dorchester, Boston, MA",
4013061021,"Dysart Ranch, Litchfield Park, AZ",
6037480802,"Alhambra, CA",
28075000200,"Meridian, MS",
6037602507,"Hawthorne, CA",
26163533400,"Petosky-Otsego, Detroit, MI",
39129021300,"Orient, OH",
6075010600,"North Beach, San Francisco, CA",
48113008604,"Cedar Crest, Dallas, TX",
42101001400,"Graduate Hospital, Philadelphia, PA",
26163539100,"Eight Mile Wyoming, Detroit, MI",
55079009800,"Walnut Hill, Milwaukee, WI",
36087010703,"Congers, NY",
12011010403,"Century Village, Deerfield Beach, FL",
36047007200,"Kings County, NY",
48297950200,"George West, TX",
6037601002,"Inglewood, CA",
36081050600,"Queens County, NY",
53033008200,"Downtown, Seattle, WA",
22071000901,"Lower Ninth Ward, New Orleans, LA",
6037533106,"Huntington Park, CA",
37063000500,"West End, Durham, NC",
25025010300,"Fenway/Kenmore, Boston, MA",
36081008500,"Queens County, NY",
4013610800,"Sonoran Mountain Ranch, Peoria, AZ",
24510040200,"Downtown, Baltimore, MD",
10003002900,"Compton Village, Wilmington, DE",
8119010202,"Victor, CO",
47157980300,"Memphis, TN",
6037191410,"Central LA, Los Angeles, CA",
12086005302,"East Little Havana, Miami, FL",
6083002926,"Goleta, CA",
72035260500,"Cayey, PR",
72079850200,"Lajas, PR",
2122000100,"Tyonek, AK",
42101007200,"Angora, Philadelphia, PA",
39061000900,"Over-The-Rhine, Cincinnati, OH",
6037533702,"Maywood, CA",
51760010300,"Northside, Richmond, VA",
36005017701,"Bronx County, NY",
13089021416,"Brookhaven, GA",
48029160902,"Quintana Community, San Antonio, TX",
8037000402,"Edwards, CO",
28151001300,"Greenville, MS",
6037601802,"Inglewood, CA",
72021032200,"Bayamón, PR",
26163516800,"McDougall - Hunt, Detroit, MI",
8123002012,"Frederick, CO",
49035112818,"Riverton, UT",
42003560400,"Pittsburgh, PA",
35039000100,"Chimayo, NM",
28049010301,"Presidential Hills, Jackson, MS",
34017017700,"Union City, NJ",
36081040200,"Queens County, NY",
47157022220,"Walker Homes, Memphis, TN",
6037601900,"Inglewood, CA",
17163501200,"East Saint Louis, IL",
36005011900,"Bronx County, NY",
6013355115,"San Ramon, CA",
6037123020,"Sun Valley, Los Angeles, CA",
28151002100,"Hollandale, MS",
22071013600,"St. Claude, New Orleans, LA",
36061020101,"Upper Manhattan, New York, NY",
42003010300,"Uptown, Pittsburgh, PA",
26163553800,"Highland Park, MI",
36005035600,"Bronx County, NY",
72063210504,"Gurabo, PR",
22071001600,"Florida Development Neighborhood, New Orleans, LA",
36005002500,"Bronx County, NY",
36029001402,"Willert Park, Buffalo, NY",
40109102500,"Central Oklahoma City, Oklahoma City, OK",
36047029900,"Kings County, NY",
36081116100,"Queens County, NY",
6037222500,"South Los Angeles, Los Angeles, CA",
6075061000,"Bayview, San Francisco, CA",
40109100500,"Capitol View, Oklahoma City, OK",
29510111300,"The Ville, St. Louis, MO",
20173000600,"North Central, Wichita, KS",
17097862902,"North Chicago, IL",
36081015400,"Queens County, NY",
22071009100,"Central City, New Orleans, LA",
6037206300,"Central LA, Los Angeles, CA",
36005039500,"Bronx County, NY",
6037212800,"Central LA, Los Angeles, CA",
36061031100,"Upper Manhattan, New York, NY",
72097081100,"Mayagüez, PR",
39061006300,"Bond Hill, Cincinnati, OH",
48141002202,"El Paso High, El Paso, TX",
13121008700,"Carver Hills, Atlanta, GA",
51510201802,"Old Town, Alexandria, VA",
34017019100,"Hoboken, NJ",
26065980000,"East Lansing, MI",
72043953900,"Coamo, PR",
6037208501,"Central LA, Los Angeles, CA",
2185000300,"Anchorage, AK",
36061011500,"Hell's Kitchen, New York, NY",
13215010606,"Columbus, GA",
48215020504,"McAllen, TX",
22071001401,"Florida Area, New Orleans, LA",
24510160802,"Edmondson, Baltimore, MD",
72121960800,"Guanica, PR",
6111003201,"La Colonia, Oxnard, CA",
24033800608,"Greater Upper Marlboro, Upper Marlboro, MD",
6037212303,"Central LA, Los Angeles, CA",
34021001200,"Berkeley Square and Parkside, Trenton, NJ",
11001009904,"Marshall Heights, Washington, DC",
5069000502,"Pine Bluff, AR",
17031830500,"Little Village, Chicago, IL",
24033802501,"Suitland, Suitland-Silver Hill, MD",
1101002202,"Montgomery, AL",
36061008400,"Midtown, New York, NY",
42101027600,"Logan/ Ogontz/ Fern Rock, Philadelphia, PA",
37183052002,"Southeast Raleigh, Raleigh, NC",
48061011100,"Harlingen, TX",
6037535101,"South Los Angeles, Los Angeles, CA",
26163503100,"Mohican Regent, Detroit, MI",
11001009901,"Penn Branch, Washington, DC",
36081060000,"Queens County, NY",
51161000300,,
17031460500,"South Chicago, Chicago, IL",
72081957700,"Lares, PR",
4019004332,"Green Valley, AZ",
6037104821,"Arleta, Los Angeles, CA",
42003130600,"East Hills, Pittsburgh, PA",
51059481101,"Herndon, VA",
48439123500,"Hillside Morningside, Fort Worth, TX",
41051980000,"North Portland, Portland, OR",
48479000904,"Eastern Division, Laredo, TX",
12086009903,"Miami Gardens, FL",
48029170800,"Prospect Hill, San Antonio, TX",
25025080601,"Boston, MA",
6037320000,"North Hollywood, Universal City, CA",
42101017601,"Fairhill, Philadelphia, PA",
6065031300,"Casa Blanca, Riverside, CA",
15003008407,"Ewa, Ewa Beach, HI",
48113003800,"Dallas, TX",
5119004400,"Downtown, Little Rock, AR",
55079003800,"Grasslyn Manor, Milwaukee, WI",
48245002300,"Beaumont, TX",
6037212620,"Central LA, Los Angeles, CA",
5119001300,"Capital View, Little Rock, AR",
6037408140,"La Puente, CA",
6001422100,"Northwest Berkeley, Berkeley, CA",
48479001001,"Eastern Division, Laredo, TX",
6001443103,"Fremont, CA",
36081005100,"Queens County, NY",
15003007303,"Hickam Field, Joint Base Pearl Harbor-Hickam, HI",
13051002100,"Benjamin Van Clark Park, Savannah, GA",
6037186202,"Northeast Los Angeles, Los Angeles, CA",
6037530204,"South Montebello, Montebello, CA",
36047084000,"Kings County, NY",
24510080302,"Berea, Baltimore, MD",
12001001514,"Gainesville, FL",
15003008001,"Pearl City, HI",
48061010201,"Harlingen, TX",
39035109801,"Central, Cleveland, OH",
36081029400,"Queens County, NY",
48215022204,"Donna, TX",
36081066000,"Queens County, NY",
2105000200,"Haines, AK",
37119003700,"Southside Park, Charlotte, NC",
36059059200,,
12119910900,"Wildwood, FL",
48247950400,"Hebbronville, TX",
6037554513,"Cerritos, CA",
45079011000,"Columbia, SC",
47125980100,"Fort Campbell, TN",
4013082027,"Roosevelt Park, Avondale, AZ",
26145000400,"Saginaw, MI",
17031381900,"South Side, Chicago, IL",
4013071504,"Sun City, AZ",
6037117510,"North Hills, Los Angeles, CA",
6037240401,"South Los Angeles, Los Angeles, CA",
28089030500,"Canton, MS",
6037461902,"Pasadena, CA",
72113071000,"Ponce, PR",
36061017200,"East Harlem, New York, NY",
24033803001,"Capitol Heights, MD",
36081043200,"Queens County, NY",
48201312700,"Southeast Houston, Houston, TX",
6019000800,"Edison, Fresno, CA",
42101016901,"North Philadelphia, Philadelphia, PA",
22033002500,"Highlands/Perkins, Baton Rouge, LA",
22071001302,"St. Claude, New Orleans, LA",
12057014010,"Sun City Center, FL",
39095010400,"Ottawa, Toledo, OH",
17031838000,"Near West Side, Chicago, IL",
48245006300,"Port Arthur, TX",
9001050100,"Westport, CT",
12086980700,"Homestead, FL",
48309980000,"North Lake Waco, Waco, TX",
24510271802,"Langston Hughes, Baltimore, MD",
36005021700,"Bronx County, NY",
72117959500,"Bajío, PR",
6037535503,"South Gate, CA",
47157011500,"Memphis, TN",
48479001810,"Concord Hills, Laredo, TX",
26163536700,"Detroit, MI",
17031221000,"Logan Square, Chicago, IL",
36061023502,"Harlem, New York, NY",
18089012100,"Gary, IN",
36081060701,"Queens County, NY",
36039080800,"Coxsackie, NY",
34013018900,"City of Orange, NJ",
6037203720,"Boyle Heights, Los Angeles, CA",
36047072800,"Kings County, NY",
22071000602,"Algiers, New Orleans, LA",
17031838600,"Lawndale, Chicago, IL",
72153750501,"Yauco, PR",
17031480500,"South Side, Chicago, IL",
36061000201,"Lower Manhattan, New York, NY",
17163502700,"East Saint Louis, IL",
6001408400,"Eastmont, Oakland, CA",
51059422201,"Lorton, VA",
4021002003,"Eloy, AZ",
36061022200,"Upper Manhattan, New York, NY",
27053005902,"Phillips, Minneapolis, MN",
22073980000,"Monroe, LA",
6037534403,"Cudahy, CA",
12033000600,"Southeast Pensacola, Pensacola, FL",
33017080204,"Durham, NH",
36103147004,"Bay Shore, NY",
29189213900,"St. Louis, MO",
48141010401,"Socorro, TX",
36081035100,"Queens County, NY",
39113000600,"Dayton, OH",
25025010408,"Fenway/Kenmore, Boston, MA",
36061002000,"Lower Manhattan, New York, NY",
36047093200,"Kings County, NY",
36047093000,"Kings County, NY",
12086980200,"Miami, FL",
15001021003,"Keaau, HI",
72027320402," County, PR",
34013012400,"Irvington, NJ",
72071410702," County, PR",
1073002303,"Gate City, Birmingham, AL",
51107611011,"Leesburg, VA",
45031010700,"Hartsville, SC",
51740212701,"Portsmouth, VA",
39035188107,"Warrensville Heights, OH",
6037190801,"Central LA, Los Angeles, CA",
72139060213,"Trujillo Alto, PR",
4027011405,"Bienestar Estates, San Luis, AZ",
17031240500,"West Town, Chicago, IL",
6037128303,"Van Nuys, Los Angeles, CA",
29510105500,"West End, St. Louis, MO",
6037190202,"Central LA, Los Angeles, CA",
39049004000,"Downtown, Columbus, OH",
13121003700,"The Villages of Castleberry Hill, Atlanta, GA",
6037208000,"Central LA, Los Angeles, CA",
26163501100,"Detroit, MI",
6061020106,"Tahoe Vista, CA",
22017022000,"Allendale, Lakeside, Shreveport, LA",
36005040600,"Bronx County, NY",
6055200900,"Napa, CA",
47149041500,"Murfreesboro, TN",
45019001500,"North-Central, Charleston, SC",
13121007808,"Adamsville, Atlanta, GA",
24510080600,"Broadway East, Baltimore, MD",
17031260600,"Garfield Park, Chicago, IL",
17031351000,"Bronzeville, Chicago, IL",
22079012000,"Alexandria, LA",
4012020502,"Quartzsite, AZ",
17031611700,"South Side, Chicago, IL",
6077002401,"Seaport, Stockton, CA",
6037195902,"Silver Lake, Los Angeles, CA",
6037240500,"South Los Angeles, Los Angeles, CA",
51710980300,"Virginia Beach, VA",
36047113200,"Kings County, NY",
12086014400,"Miami, FL",
48473680400,"Prairie View, TX",
42101026400,"North Philadelphia, Philadelphia, PA",
6037294302,"Wilmington, Los Angeles, CA",
11001008302,"Northeast Washington, Washington, DC",
12019031107,"Starke, FL",
37063002200,"Central Park, Durham, NC",
48141003901,"El Paso, TX",
22071004401,"Treme - Lafitte, New Orleans, LA",
36047039100,"Kings County, NY",
37119004700,"Biddleville, Charlotte, NC",
26163526500,"Detroit, MI",
6075022802,"Mission District, San Francisco, CA",
48215021904,"Alamo, TX",
32003005831,"Las Vegas, NV",
72017590400,"Barceloneta, PR",
4027011503,"Somerton, AZ",
32003005612,"Overton, Moapa Valley, NV",
48271950100,"Brackettville, TX",
20209040700,"Northeast, Kansas City, KS",
48121021522,"Lakeside At Lone Star Ranch, Frisco, TX",
34031175802,"Passaic, NJ",
36001000404,"Albany, NY",
72125840700,"San Germán, PR",
22071010600,"Uptown/Carrollton, New Orleans, LA",
36081018402,"Queens County, NY",
6037541802,"Lynwood, CA",
17031710900,"Auburn Gresham, Chicago, IL",
4003000902,"Douglas, AZ",
48215020201,"Palmview, TX",
32003003210,"Summerlin, Las Vegas, NV",
6037212304,"Central LA, Los Angeles, CA",
26099982100,"Harrison charter Township, MI",
17031251200,"Austin, Chicago, IL",
39153508600,"West Akron, Akron, OH",
15005031900,"Kalaupapa, HI",
48141010330,"Eastview, El Paso, TX",
17031490700,"Fernwood, Chicago, IL",
48113004800,"Oak Cliff, Dallas, TX",
13121008601,"Atlanta, GA",
45091060402,"Rock Hill, SC",
1073003400,"Ensley, Birmingham, AL",
6037404701,"Baldwin Park, CA",
42101005400,"Eastwick, Philadelphia, PA",
72023830603,"Cabo Rojo, PR",
11001009504,"Michigan Park, Washington, DC",
8053973100,"Lake City, CO",
21111001100,"Chickasaw, Louisville, KY",
48141002201,"Golden Hill, El Paso, TX",
48141003602,"Collingsworth, El Paso, TX",
42043021200,"Harrisburg, PA",
72141957400,"Utuado, PR",
72141957200,"Utuado, PR",
6037228720,"South Los Angeles, Los Angeles, CA",
26163513200,"Jefferson Chalmers, Detroit, MI",
6037206200,"Central LA, Los Angeles, CA",
6037240600,"South Los Angeles, Los Angeles, CA",
72013301700,"Arecibo, PR",
55079004700,"Franklin Heights, Milwaukee, WI",
6037532500,"Huntington Park, CA",
55025001101,"Madison, WI",
72087110101,"Río Grande, PR",
6037237800,"South Los Angeles, Los Angeles, CA",
48141010344,"El Paso, TX",
72051540500,"Dorado, PR",
36005018101,"Bronx County, NY",
17031271800,"East Garfield Park, Chicago, IL",
39061006600,"North Avondale, Cincinnati, OH",
6065045609,"Thermal, CA",
9003501200,"North End, Hartford, CT",
72053150200,"Fajardo, PR",
9001070600,"Downtown, Bridgeport, CT",
48201533300,"Acres Homes, Houston, TX",
6037234000,"Leimert Park, Los Angeles, CA",
34031182600,"Paterson, NJ",
72127010032,"San Juan, PR",
21111003000,"Russell, Louisville, KY",
36081048200,"Queens County, NY",
39113060300,"Fairlane, Dayton, OH",
72135510300,"Toa Alta, PR",
12086000403,"Opa-locka, FL",
36005033202,"Bronx County, NY",
17031827300,"Harvey, IL",
72105520100,"Bayamón, PR",
36061001402,"Lower Manhattan, New York, NY",
6037218702,"Jefferson, Los Angeles, CA",
10005051101,"Rehoboth Beach, DE",
40143000500,"United Neighborhood of Springdale, Tulsa, OK",
6013312000,"Pittsburg, CA",
12086003707,"Downtown Miami, Miami, FL",
6061022014,"Olympic Valley, CA",
6085503507,"Alum Rock, San Jose, CA",
6037235201,"Park Mesa Heights, Los Angeles, CA",
26163985100,"Milwaukee Junction, Detroit, MI",
48479001715,"Laredo, TX",
28151000400,"Greenville, MS",
72143550400,"Vega Alta, PR",
6085504413,"Milpitas, CA",
12071050306,"Bonita Springs, FL",
36047054300,"Kings County, NY",
32021970800,"Mineral County, NV",
6037209103,"Central LA, Los Angeles, CA",
48113009304,"Dallas, TX",
36005024700,"Bronx County, NY",
4027000908,"Rancho Verde, Yuma, AZ",
72029100601,"Canóvanas, PR",
6019008402,"Dos Palos, CA",
42101025200,"East Germantown, Philadelphia, PA",
36047036300,"Kings County, NY",
72027320100," County, PR",
72113073002,"Ponce, PR",
48215022201,"Donna, TX",
17031282700,"Lawndale, Chicago, IL",
48479001900,"El Cuatro, Laredo, TX",
6037572500,"West Side, Long Beach, CA",
6037207501,"Downtown, Los Angeles, CA",
48113001800,"Oak Lawn, Dallas, TX",
17031681200,"South Side, Chicago, IL",
34023005500,"New Brunswick, NJ",
22079012900,"Lower Third, Alexandria, LA",
36047119000,"Kings County, NY",
36047021300,"Kings County, NY",
34013018400,"City of Orange, NJ",
42101007300,"Southwest Philadelphia, Philadelphia, PA",
