tract,Name,Household_Income_at_Age_35_rW_gM_p25
36047111000,"Kings County, NY",
51710004300,"Norfolk, VA",
12086001802,"Miami, FL",
48427950203,"Roma, TX",
11001007804,"Lincoln Heights, Washington, DC",
6037213401,"Central LA, Los Angeles, CA",
6037221602,"Central LA, Los Angeles, CA",
12086001502,"Miami, FL",
24510040100,"Downtown, Baltimore, MD",
12086001904,"Model City, Miami, FL",
36081053200,"Queens County, NY",
36047094401,"Kings County, NY",
48479001818,"Laredo, TX",
47157022210,"Westwood, Memphis, TN",
36047086200,"Kings County, NY",
29095989200,"Blue Springs, MO",
21067003916,"Greenbrier Residents, Lexington, KY",
6037542502,"Compton, CA",
36005009000,"Bronx County, NY",
5035031200,"West Memphis, AR",
20209041000,"Northeast, Kansas City, KS",
24033802406,"Suitland, Suitland-Silver Hill, MD",
18089011700,"Gary, IN",
34007601500,"Whitman Park, Camden, NJ",
17031420300,"South Side, Chicago, IL",
36081069000,"Queens County, NY",
51730810400,"Petersburg, VA",
13089020400,"Candler Park, Atlanta, GA",
72035260600,"Cayey, PR",
42101000700,"Center City, Philadelphia, PA",
42101003002,"Newbold, Philadelphia, PA",
4021002101,"Arizona City, AZ",
72087110303,"Río Grande, PR",
17031241200,"West Town, Chicago, IL",
24033803402,"Landover, Hyattsville, MD",
32031980000,"Reno, NV",
36005006800,"Bronx County, NY",
25025010103,"Fenway/Kenmore, Boston, MA",
55079185600,"Milwaukee, WI",
2016000200,"Unalaska, AK",
72061040602,"Guaynabo, PR",
53033009100,"Downtown, Seattle, WA",
11001003800,"Northwest Washington, Washington, DC",
26163502000,"Morningside, Detroit, MI",
48029121908,"San Antonio, TX",
6075011901,"Lower Nob Hill, San Francisco, CA",
6085503105,"Kennedy, San Jose, CA",
42101027901,"North Philadelphia, Philadelphia, PA",
20209040001,"Fairfax, Kansas City, KS",
48201331100,"Southeast Houston, Houston, TX",
13121007806,"Fairburn Road/ Wisteria Lane, Atlanta, GA",
72061040403,"Guaynabo, PR",
36047030600,"Kings County, NY",
48201334100,"Southwest Houston, Houston, TX",
6037572900,"Lower Westside, Long Beach, CA",
13121006700,"The Villages at Carver, Atlanta, GA",
34001001500,"Atlantic City, NJ",
8001008548,"Thornton, CO",
25017353900,"Riverside, Cambridge, MA",
17031440201,"South Side, Chicago, IL",
45075011300,"Orangeburg, SC",
36005040302,"Bronx County, NY",
6037199800,"Northeast Los Angeles, Los Angeles, CA",
39035118700,"University Circle, Cleveland, OH",
1089001902,"Huntsville, AL",
36047073200,"Kings County, NY",
6037226410,"South Los Angeles, Los Angeles, CA",
4013114900,"Central City, Phoenix, AZ",
72081957900,"Lares, PR",
36047050804,"Kings County, NY",
36081059200,"Queens County, NY",
1101002201,"Montgomery, AL",
17031690300,"Greater Grand Crossing, Chicago, IL",
13121010107,"Sandy Springs, GA",
26163546900,"Detroit, MI",
17031280100,"Fulton River District, Chicago, IL",
36047081800,"Kings County, NY",
72071410402,"Isabela, PR",
6037530902,"Los Angeles, CA",
6037211420,"Central LA, Los Angeles, CA",
26163532300,"Boston Edison, Detroit, MI",
48215020403,"Mission, TX",
51630000301,"Fredericksburg, VA",
72137121002,"Toa Baja, PR",
48245011203,"Beaumont, TX",
21047201503,"Fort Campbell North, Fort Campbell, KY",
6001409300,"North Stonehurst, Oakland, CA",
48201311400,"Greater East End, Houston, TX",
8123002210,"Windsor, CO",
6037203200,"Boyle Heights, Los Angeles, CA",
36081042400,"Queens County, NY",
12086001605,"Hialeah, FL",
36047037300,"Kings County, NY",
6037501001,"Whittier, CA",
11001009201,"Edgewood, Washington, DC",
36065026600,"Marcy, NY",
48029130300,"Denver Heights, San Antonio, TX",
6009000504,"Camp Connell, CA",
39095002402,"Ottawa, Toledo, OH",
72041240402,"Cidra, PR",
40143008002,"Tulsa, OK",
42101980900,"Eastwick, Philadelphia, PA",
22071000903,"Lower Ninth Ward, New Orleans, LA",
42003980700,"Mount Washington, Pittsburgh, PA",
36081045900,"Queens County, NY",
39095003400,"Center City, Toledo, OH",
25009250100,"Lawrence, MA",
1097004000,"Prichard, AL",
29095980802,"East Side, Kansas City, MO",
72119130401,"Río Grande, PR",
4023966103,"Nogales, AZ",
6037980002,"Carson, CA",
34017001201,"The Heights, Jersey City, NJ",
12099004809,"Lake Worth, FL",
26163539200,"Detroit, MI",
11001002802,"Columbia Heights, Washington, DC",
51740210500,"Port Norfolk, Portsmouth, VA",
36059304203,"Westbury, NY",
36081028200,"Queens County, NY",
6037221110,"Central LA, Los Angeles, CA",
6037240200,"South Los Angeles, Los Angeles, CA",
12057014016,"Sun City Center, FL",
48141010329,"Sun Ridge North, El Paso, TX",
48215024301,"Edinburg, TX",
48479001712,"Crown Ridge, Laredo, TX",
6037541604,"Compton, CA",
6037533103,"Huntington Park, CA",
72113072000,"Ponce, PR",
29095003700,"East Side, Kansas City, MO",
11001002201,"Northwest Washington, Washington, DC",
42101000100,"Center City, Philadelphia, PA",
6037237402,"South Los Angeles, Los Angeles, CA",
13121003600,"Castleberry Hill, Atlanta, GA",
72107954802,"Orocovis, PR",
26021000400,"Benton Harbor, MI",
72143550300,"Vega Alta, PR",
36029006201,"Buffalo State, Buffalo, NY",
12086006403,"Coral Way, Miami, FL",
48215024108,"Mission, TX",
36061030900,"West Bronx, New York, NY",
36061023900,"Upper Manhattan, New York, NY",
26049000700,"Flint, MI",
36081037500,"Queens County, NY",
39061000200,"West End, Cincinnati, OH",
26163530300,"Detroit, MI",
36005042600,"Bronx County, NY",
34013002300,"Lower Vailsburg, Newark, NJ",
45005970300,"Fairfax, SC",
13121007602,"Adams Park, Atlanta, GA",
6085503708,"Alum Rock, San Jose, CA",
26099551700,,
13021010500,"Macon, GA",
36005019700,"Bronx County, NY",
48029160701,"Edgewood, San Antonio, TX",
6037207710,"Central LA, Los Angeles, CA",
51760030200,"Downtown, Richmond, VA",
42101015300,"North Philadelphia, Philadelphia, PA",
6037120107,"Panorama City, Los Angeles, CA",
36081016600,"Queens County, NY",
47017980100,"Lavinia, TN",
51660000206,"Harrisonburg, VA",
36061002201,"Lower Manhattan, New York, NY",
26065980300,"Dansville, MI",
37195000100,"Wilson, NC",
15003003501,"Makiki - Lower Punchbowl - Tantalus, Honolulu, HI",
2122001200,"Seldovia, AK",
6037532605,"Huntington Park, CA",
34031183200,"Paterson, NJ",
17031490800,"Roseland, Chicago, IL",
8123000704,"Greeley, CO",
11001003500,"Northwest Washington, Washington, DC",
12086003706,"Downtown Miami, Miami, FL",
47179060700,"Johnson City, TN",
36047076600,"Kings County, NY",
6001407500,"Seminary, Oakland, CA",
22071002200,"St. Roch, New Orleans, LA",
48041001804,"Sun Meadows, College Station, TX",
4013040523,"Corte Bella, Sun City West, AZ",
36047084800,"Kings County, NY",
26163514100,"Detroit, MI",
48395960200,"Calvert, TX",
6037602801,"South Los Angeles, Los Angeles, CA",
48135001900,"Odessa, TX",
11001007304,"Congress Heights, Washington, DC",
37019020504,"Calabash, NC",
17031390400,"Kenwood, Chicago, IL",
36029009110,"Buffalo, NY",
42003020300,"Strip District, Pittsburgh, PA",
72097081700,"Mayagüez, PR",
4021002002,"Eloy, AZ",
34013010600,"East Orange, NJ",
51650032117,,
28151000600,"Greenville, MS",
48215020723,"McAllen, TX",
6037294820,"Wilmington, Los Angeles, CA",
72075710800,"Juana Díaz, PR",
6037237500,"South Figueroa Corridor, Los Angeles, CA",
42101003100,"South Philadelphia, Philadelphia, PA",
36081103201,"Queens County, NY",
37119005100,"Druid Hills North, Charlotte, NC",
72031050504,"Carolina, PR",
36047032300,"Kings County, NY",
72069180400,"Punta Santiago, PR",
1097003605,"USA, Mobile, AL",
1081040800,"Auburn, AL",
48029161000,"South San Antonio, San Antonio, TX",
29510105300,"West End, St. Louis, MO",
12057004200,"Tampa Heights, Tampa, FL",
34023008205,"Concordia, Monroe Township, NJ",
11001008904,"Carver / Langston, Washington, DC",
6037575202,"Eastside, Long Beach, CA",
17031843900,"South Side, Chicago, IL",
51710002900,"Park Place, Norfolk, VA",
24033801308,"Fort Washington, MD",
36047118201,"Kings County, NY",
6001409400,"Elmhurst Park, Oakland, CA",
26163540600,"Detroit, MI",
21163980100,"Brandenburg, KY",
72005400501,"Aguadilla Pueblo, PR",
6001401500,"Clawson, Oakland, CA",
36061022302,"Harlem, New York, NY",
24510160400,"Midtown Edmondson, Baltimore, MD",
22051026200,"Harvey, LA",
25025080500,"South End, Boston, MA",
47157006200,"Glenview, Memphis, TN",
26163516900,"Elmwood Park, Detroit, MI",
15003000600,"Waialae - Kahala, Honolulu, HI",
72081958100,"Lares, PR",
28121020500,"Pearl, MS",
6037535501,"South Gate, CA",
47157005700,"South Memphis, Memphis, TN",
34017019300,"Hoboken, NJ",
35039000200,"Dixon, NM",
29510119102,"Central West End, St. Louis, MO",
12103021600,"Saint Petersburg, FL",
48201310100,"Greater East End, Houston, TX",
29510107400,"Walnut Park East, St. Louis, MO",
6037232700,"South Figueroa Corridor, Los Angeles, CA",
24033803100,"Capitol Heights, MD",
36005018102,"Bronx County, NY",
6037236000,"Baldwin Hills, Los Angeles, CA",
36047102000,"Kings County, NY",
36055005300,"North Marketview Heights, Rochester, NY",
36047107000,"Kings County, NY",
17031800600,"Kenilworth, IL",
1101005502,"Pike Road, AL",
17031400300,"South Side, Chicago, IL",
72025201300,"Caguas, PR",
6067009325,"Elk Grove, CA",
6073003603,"Shelltown, San Diego, CA",
17031222500,"Logan Square, Chicago, IL",
34021001402,"Stuyvesant/Prospect, Trenton, NJ",
36081041400,"Queens County, NY",
72013300500,"Arecibo, PR",
36081061601,"Queens County, NY",
72067820400,"Hormigueros, PR",
4013082203,"Estrella Village, Phoenix, AZ",
6037228100,"South Los Angeles, Los Angeles, CA",
22071002600,"Marigny, New Orleans, LA",
6067007101,"North Natomas, Sacramento, CA",
12086001402,"Little Haiti, Miami, FL",
42101026500,"North Philadelphia, Philadelphia, PA",
6037199700,"Central LA, Los Angeles, CA",
15003008926,"Mililani Mauka - Launani Valley, Mililani, HI",
51013101401,"Bluemont, Arlington, VA",
72089140202,"Luquillo, PR",
37119004600,"Washington Heights, Charlotte, NC",
6037542106,"East Compton, CA",
12011040902,"Central Fort Lauderdale, Fort Lauderdale, FL",
48201422302,"Southwest Houston, Houston, TX",
6037980013,"El Segundo, CA",
15003008931,"Mililani Mauka - Launani Valley, Wahiawa, HI",
8031004106,"Northeast, Denver, CO",
12086015100,"Miami, FL",
36005022102,"Bronx County, NY",
12086005409,"Little Havana, Miami, FL",
36047021900,"Kings County, NY",
36005030100,"Bronx County, NY",
26163985300,"West Side Industrial, Detroit, MI",
34013008200,"University Heights, Newark, NJ",
72131958500,"San Sebastián, PR",
29095015700,"Library District, Kansas City, MO",
48201332500,"Southeast Houston, Houston, TX",
48201230100,"Northeast Houston, Houston, TX",
6037211320,"Central LA, Los Angeles, CA",
36047085400,"Kings County, NY",
22071003308,"Gentilly, New Orleans, LA",
48113010902,"Oak Cliff, Dallas, TX",
6061020104,"Tahoe City, CA",
6001409200,"Sobrante Park, Oakland, CA",
40109105201,"Central Oklahoma City, Oklahoma City, OK",
47157006700,"East Memphis, Memphis, TN",
36061021000,"East Harlem, New York, NY",
36047002000,"Kings County, NY",
22071001751,"New Orleans East Area, New Orleans, LA",
26161422900,"Saline, MI",
72127010012,"San Juan, PR",
49049112821,,
36005005400,"Bronx County, NY",
47155980100,"Gatlinburg, TN",
72141957000,"Utuado, PR",
6001401300,"Pill Hill, Oakland, CA",
6037575300,"Poly High, Long Beach, CA",
48453000603,"Central Austin, Austin, TX",
6025010200,"Imperial, CA",
17031250600,"Austin, Chicago, IL",
15003004800,"Liliha - Kapalama, Honolulu, HI",
48201314300,"South Main, Houston, TX",
48201420500,"Southwest Houston, Houston, TX",
1073001600,"Norwood, Birmingham, AL",
42101023900,"Northwest Philadelphia, Philadelphia, PA",
72075710200,"Juana Díaz, PR",
37063001400,"Durham, NC",
36061022000,"Harlem, New York, NY",
51760020300,"East End, Richmond, VA",
12086001903,"Model City, Miami, FL",
11001002501,"16th Street Heights, Washington, DC",
36081045200,"Queens County, NY",
36081056100,"Queens County, NY",
24033802502,"Capitol Heights, MD",
6037208402,"Central LA, Los Angeles, CA",
72075710500,"Juana Díaz, PR",
34025807300,"Asbury Park, NJ",
6013352101,"Rheem Valley Manor, Moraga, CA",
47157011600,"South Memphis, Memphis, TN",
17031280800,"Near West Side, Chicago, IL",
36081050202,"Queens County, NY",
48029150400,"Palm Heights, San Antonio, TX",
36061022900,"Harlem, New York, NY",
6037701100,"West Los Angeles, Los Angeles, CA",
6001407101,"Harrington, Oakland, CA",
26163534700,"Barton - McFarland, Detroit, MI",
29510111200,"Greater Ville, St. Louis, MO",
6037533202,"Huntington Park, CA",
6037600502,"Inglewood, CA",
26163534600,"Detroit, MI",
36047001300,"Kings County, NY",
28049002400,"Jackson, MS",
13051002300,"Cuyler/Brownsville, Savannah, GA",
6037294301,"Wilmington, Los Angeles, CA",
36005023702,"Bronx County, NY",
6037201110,"Northeast Los Angeles, Los Angeles, CA",
17031838100,"Near West Side, Chicago, IL",
34007600400,"Bergen Square, Camden, NJ",
48029130700,"Near East Side, San Antonio, TX",
48479001101,"Laredo, TX",
48355006400,"Central City, Corpus Christi, TX",
42101024300,"Germantown, Philadelphia, PA",
24510270902,"Perring Loch, Baltimore, MD",
12086007503,"Riviera, Coral Gables, FL",
26087336500,"Lapeer, MI",
72075711002,"Mercedita, PR",
36005012102,"Bronx County, NY",
6037215102,"Central LA, Los Angeles, CA",
36081061000,"Queens County, NY",
6059099249,"Santa Anita Park, Santa Ana, CA",
24510150702,"Walbrook, Baltimore, MD",
1087231800,"Tuskegee, AL",
17031611100,"Back of the Yards, Chicago, IL",
42101026301,"North Philadelphia, Philadelphia, PA",
36005012101,"Bronx County, NY",
36005006300,"Bronx County, NY",
21111010315,"Louisville, KY",
36005012500,"Bronx County, NY",
6037542900,"Compton, CA",
47157006900,"Bethel Grove, Memphis, TN",
36059414001,"Roosevelt, NY",
17031840800,"Little Village, Chicago, IL",
17031750100,"Morgan Park, Chicago, IL",
12086002201,"Little Haiti, Miami, FL",
1073004500,"Five Points South, Birmingham, AL",
17031670400,"Englewood, Chicago, IL",
6065045705,"Coachella, CA",
30031001500,"West Yellowstone, MT",
4013040525,"Sun City Grand, Surprise, AZ",
72145560300," County, PR",
72035260202,"Cayey, PR",
13089023423,"Ellenwood, GA",
1105687100,"Uniontown, AL",
6061020107,"Kings Beach, CA",
13121001800,"Old Fourth Ward, Atlanta, GA",
24033800517,"Upper Marlboro, MD",
48215023503,"Edinburg, TX",
13121008400,"Hunter Hills, Atlanta, GA",
48215020101,"Mission, TX",
48141980000,"El Paso, TX",
36047022900,"Kings County, NY",
25025980700,"Stony Brook / Cleary Square, Boston, MA",
36047022700,"Kings County, NY",
40109102600,"Central Oklahoma City, Oklahoma City, OK",
51175200300,"Capron, VA",
34021001500,"Trenton, NJ",
48113005902,"Cedar Crest, Dallas, TX",
12011060403,"Lauderhill, FL",
20209040800,"Northeast, Kansas City, KS",
36047091200,"Kings County, NY",
4017963700,"Heber, Heber-Overgaard, AZ",
24033805201,"Hyattsville, MD",
48141010504,"Tornillo, TX",
6037209104,"Central LA, Los Angeles, CA",
28087001100,"Crawford, MS",
42003981100,"Point Breeze, Pittsburgh, PA",
36047003100,"Kings County, NY",
5119001100,"Little Rock, AR",
48113010804,"Oak Cliff, Dallas, TX",
12086002600,"Wynwood, Miami, FL",
42101020800,"East Falls, Philadelphia, PA",
17031827100,"Harvey, IL",
6001409100,"Brookfield Village, Oakland, CA",
40109104000,"Central Oklahoma City, Oklahoma City, OK",
42003980000,"Lincoln-Lemington-Belmar, Pittsburgh, PA",
22071010200,"Milan, New Orleans, LA",
26163532200,"Detroit, MI",
9009140100,"Downtown, New Haven, CT",
17031671900,"Englewood, Chicago, IL",
51107611012,"Ashburn, VA",
72007230100,"Caguas, PR",
36047087401,"Kings County, NY",
48061010301,"Santa Rosa, TX",
36081081400,"Queens County, NY",
12071000600,"Dunbar, Fort Myers, FL",
42101009400,"Haddington, Philadelphia, PA",
72013301400,"Parcelas Luis Rodríguez Olmo, Arecibo, PR",
6037203300,"Northeast Los Angeles, Los Angeles, CA",
1101000700,"Montgomery, AL",
72095951500,"Maunabo, PR",
36005022902,"Bronx County, NY",
36047116600,"Kings County, NY",
12011041100,"Fort Lauderdale, FL",
6037461901,"Pasadena, CA",
36005002702,"Bronx County, NY",
42043020300,"Midtown, Harrisburg, PA",
15009031601,"Lanai City, HI",
6037122410,"North Hollywood, Los Angeles, CA",
36061011401,"Lenox Hill, New York, NY",
42101009600,"Haddington, Philadelphia, PA",
12086007200,"Coconut Grove, Miami, FL",
22055980000,"Lafayette, LA",
39035116300,"Forest Hills, Cleveland, OH",
24510150300,"Coppin Heights, Baltimore, MD",
12057005102,"Southeast Tampa, Tampa, FL",
36005038302,"Bronx County, NY",
6037482002,"Monterey Park, CA",
13121011900,"Sweet Auburn, Atlanta, GA",
45079010408,"Columbia, SC",
12086009315,"Hialeah, FL",
12086001501,"Model City, Miami, FL",
36047080000,"Kings County, NY",
36119003000,"South Side, Mount Vernon, NY",
36061009400,"Midtown, New York, NY",
26163513600,"Detroit, MI",
55079008900,"Sherman Park, Milwaukee, WI",
72127980200,"San Juan, PR",
72153750201,"Yauco, PR",
24033802901,"Capitol Heights, MD",
24510271002,"Winston - Govans, Baltimore, MD",
36047080800,"Kings County, NY",
45077011202,"Clemson, SC",
13121006500,"Capitol View, Atlanta, GA",
1073003300,"Ensley, Birmingham, AL",
36005005600,"Bronx County, NY",
48269950100,"Guthrie, TX",
34017017600,"Union City, NJ",
26163537000,"Detroit, MI",
51510200701,"Eisenhower West, Alexandria, VA",
32003005828,"Las Vegas, NV",
37081011102,"Dudley Heights, Greensboro, NC",
48215024203,"Mission, TX",
72035260800,"Reparto Montellano, Cayey, PR",
12086006709,"Brickell, Miami, FL",
72077500301,"Juncos, PR",
17031430300,"Grand Crossing, Chicago, IL",
34017007300,"The Waterfront, Jersey City, NJ",
39083754700,,
22071006000,"Tulane - Gravier, New Orleans, LA",
15003008928,"Mililani Mauka - Launani Valley, Mililani, HI",
18097350600,"Devington, Indianapolis, IN",
48201330302,"Southwest Houston, Houston, TX",
6037600601,"Inglewood, CA",
4027011202,"Wellton, AZ",
1073000800,"North Birmingham, Birmingham, AL",
36081025400,"Queens County, NY",
13059000402,"Athens, GA",
26163530800,"Petosky-Otsego, Detroit, MI",
6037542700,"Compton, CA",
6067002000,"Central Sacramento, Sacramento, CA",
36061023600,"Harlem, New York, NY",
2070000200,"Dillingham, AK",
72025202403,"Caguas, PR",
51710004100,"Young Terrace, Norfolk, VA",
51510200404,"Landmark, Alexandria, VA",
48479001105,"Eastwoods, Laredo, TX",
72127004900,"San Juan, PR",
9003500700,"North Meadows, Hartford, CT",
39061001000,"Over-The-Rhine, Cincinnati, OH",
36047109800,"Kings County, NY",
6075015802,"North of the Panhandle, San Francisco, CA",
6037541100,"Compton, CA",
48507950200,"La Pryor, TX",
72035260100,"Cayey, PR",
17031670800,"Englewood, Chicago, IL",
48479001806,"Laredo, TX",
26163579300,"River Rouge, MI",
17031831200,"Hermosa, Chicago, IL",
42101013402,"Fairmount, Philadelphia, PA",
6037222001,"Jefferson, Los Angeles, CA",
55079186900,"Milwaukee, WI",
6037192520,"Central LA, Los Angeles, CA",
17031808702,"Evanston, IL",
26163533100,"Virginia Park, Detroit, MI",
13051011600,"Hudson Hill/Bayview, Savannah, GA",
72127007600,"San Juan, PR",
6065045216,"Indio, CA",
48201230400,"Northeast Houston, Houston, TX",
29095007802,"Swope Parkway - Elmwood, Kansas City, MO",
4013817500,"Sun Lakes, AZ",
48201230200,"Northeast Houston, Houston, TX",
24033803514,"Largo, MD",
36047019500,"Kings County, NY",
34031181500,"Paterson, NJ",
48201310400,"South Central Houston, Houston, TX",
72011810700,"Añasco, PR",
20209041800,"Riverview, Kansas City, KS",
48215021805,"San Juan, TX",
25025010204,"Fenway/Kenmore, Boston, MA",
34017020100,"Secaucus, NJ",
22055000800,"Lafayette, LA",
22071008500,"Central City, New Orleans, LA",
39113000300,"Wesleyan Hill, Dayton, OH",
36005042200,"Bronx County, NY",
72131009200,"San Sebastián, PR",
17031460600,"South Chicago, Chicago, IL",
4013723306,"Buckeye, AZ",
6097154303,"Annapolis, CA",
8041007101,"Colorado Springs, CO",
37119003802,"Clanton Park - Roseland, Charlotte, NC",
6037221710,"Jefferson, Los Angeles, CA",
34031175500,"Passaic, NJ",
49049010212,"Lehi, UT",
6037482201,"Monterey Park, CA",
6037229200,"South Los Angeles, Los Angeles, CA",
39099813900,"Oak Hill, Youngstown, OH",
6037218400,"Central LA, Los Angeles, CA",
13089020600,"Edgewood, Atlanta, GA",
47037014300,"Hadley/Washington, Nashville, TN",
48215022402,"Weslaco, TX",
24510200200,"Lexington, Baltimore, MD",
45079011701,"Columbia, SC",
6013392300,"Victoria by the Bay, Hercules, CA",
32003003620,"North Las Vegas, NV",
48061012508,"Brownsville, TX",
42101013300,"Fairmount, Philadelphia, PA",
11001006600,"Capitol Hill, Washington, DC",
15003007804,"Pearl City, HI",
36005011700,"Bronx County, NY",
12099001911,"Century Village, West Palm Beach, FL",
72127005402,"San Juan, PR",
49049001801,"Joaquin, Provo, UT",
35057963700,"Estancia, NM",
26163542900,"Rosedale Park, Detroit, MI",
51107611015,"Ashburn, VA",
36047034700,"Kings County, NY",
72101955300,"Barahona, PR",
22033000300,"Mid City North, Baton Rouge, LA",
36081019600,"Queens County, NY",
13121000700,"Knight Park/Howell Station, Atlanta, GA",
6065044404,"Idyllwild, Idyllwild-Pine Cove, CA",
48141001900,"Segundo Barrio, El Paso, TX",
72013301100,"Arecibo, PR",
37067000600,"Winston-Salem, NC",
55079006300,"Franklin Heights, Milwaukee, WI",
36047079601,"Kings County, NY",
36005038800,"Bronx County, NY",
34013006700,"South Broad Street, Newark, NJ",
42003040400,"North Oakland, Pittsburgh, PA",
15003980300,"Kapolei, HI",
45083020900,"Hampton Heights, Spartanburg, SC",
48141001203,"El Paso, TX",
24510080400,"Broadway East, Baltimore, MD",
36047050803,"Kings County, NY",
48215022800,"Weslaco, TX",
25017369000,"North Waltham, Waltham, MA",
51740211800,"Portsmouth, VA",
6037213402,"Central LA, Los Angeles, CA",
31055007314,"Bennington, NE",
35051962401,"Truth or Consequences, NM",
24033803601,"Springdale, MD",
6037543000,"Compton, CA",
6037294421,"Harbor City, Los Angeles, CA",
48141010332,"Horizon City, TX",
55079008500,"Lindsay Heights, Milwaukee, WI",
72079850101," County, PR",
17031480300,"South Side, Chicago, IL",
18097351900,"Martindale-Brightwood, Indianapolis, IN",
6037600802,"Morningside Park, Inglewood, CA",
6065042741,"Sun City, Menifee, CA",
6037542000,"Compton, CA",
26163553600,"Highland Park, MI",
36081014800,"Queens County, NY",
13051011400,"Metropolitan, Savannah, GA",
6037221303,"Central LA, Los Angeles, CA",
6037534700,"Huntington Park, CA",
36061008602,"Midtown, New York, NY",
36047081600,"Kings County, NY",
6037540901,"South Los Angeles, Los Angeles, CA",
72051540300,"Dorado, PR",
12057003900,"Historic Ybor, Tampa, FL",
22071002800,"Seventh Ward, New Orleans, LA",
36005023502,"Bronx County, NY",
15003008702,"Waipahu, HI",
48029130402,"Artesia, San Antonio, TX",
15003002100,"Diamond Head - Kapahulu - St. Louis, Honolulu, HI",
6001408500,"Arroyo Viejo, Oakland, CA",
24033801801,"Temple Hills, MD",
72025201900,"Caguas, PR",
6037224020,"South Los Angeles, Los Angeles, CA",
11001010400,"Southeast Washington, Washington, DC",
4013040514,"Sun City West, AZ",
72127009903,"San Juan, PR",
72021030300,"Bayamón, PR",
34013000200,"Upper Roseville, Newark, NJ",
4013815300,"Allen Ranch, Gilbert, AZ",
72091570500,"Manatí, PR",
34031182302,"Paterson, NJ",
15003001600,"Diamond Head - Kapahulu - St. Louis, Honolulu, HI",
39049003600,"King-Lincoln Bronzeville, Columbus, OH",
36061022301,"Harlem, New York, NY",
6037601401,"Inglewood, CA",
48201313700,"South Side, Houston, TX",
72097080400,"Mayagüez, PR",
36047005100,"Kings County, NY",
28081980000,"Tupelo, MS",
34013008800,"Seventh Avenue, Newark, NJ",
6001401000,"Longfellow, Oakland, CA",
45019004613,"Mount Pleasant, SC",
6075016802,"Hayes Valley, San Francisco, CA",
72053150301,"Fajardo, PR",
25025010500,"Prudential / St. Botolph, Boston, MA",
48061012608,"Brownsville, TX",
26145000800,"Saginaw, MI",
55079004300,"Rufus King, Milwaukee, WI",
17197882500,"Joliet, IL",
6037221220,"Central LA, Los Angeles, CA",
36047034900,"Kings County, NY",
17031063303,"Lake View East, Chicago, IL",
34013009300,"North Broadway, Newark, NJ",
13051000900,"Historic District - South, Savannah, GA",
6075020300,"The Castro, San Francisco, CA",
24510271600,"Edgecomb, Baltimore, MD",
4019003901,"Sunnyside, Tucson, AZ",
24005402403,"Gwynn Oak, Baltimore, MD",
4021002103,"Eloy, AZ",
6037207400,"Central LA, Los Angeles, CA",
15003005200,"Downtown, Honolulu, HI",
26163542800,"Grandmont #1, Detroit, MI",
53075000500,"Pullman, WA",
26163514200,"Detroit, MI",
6037531503,"East Los Angeles, CA",
47157022024,"Whitehaven, Memphis, TN",
8035014011,"Meridian, Parker, CO",
4013116605,"Laveen Village, Phoenix, AZ",
72101955401,"Morovis, PR",
36081065400,"Queens County, NY",
48201410100,"Fourth Ward, Houston, TX",
15003001400,"Kaimuki, Honolulu, HI",
34003023501,"Hackensack, NJ",
36081097204,"Queens County, NY",
6037601801,"Inglewood, CA",
48215021806,"San Juan, TX",
25025081300,"Roxbury, Boston, MA",
8031000800,"Sun Valley, Denver, CO",
72041240202,"Cidra, PR",
36119003100,"South Side, Mount Vernon, NY",
36055001500,"South Marketview Heights, Rochester, NY",
25025981100,"Wellington Hill, Boston, MA",
36005022901,"Bronx County, NY",
34017017000,"Union City, NJ",
48479980000,"Eastern Division, Laredo, TX",
6019001000,"Edison, Fresno, CA",
26049000200,"Flint, MI",
26163536300,"Fitzgerald, Detroit, MI",
6037207302,"Central LA, Los Angeles, CA",
36047098600,"Kings County, NY",
1097000500,"Fisher, Mobile, AL",
36119984000,"Montrose, NY",
36061011300,"Midtown, New York, NY",
15007040900,"Kekaha, HI",
72127001400,"San Juan, PR",
48443950100,"Sanderson, TX",
6037234800,"Park Mesa Heights, Los Angeles, CA",
12099001403,"Riviera Beach, FL",
55025001704,"Madison, WI",
8031002402,"North, Denver, CO",
72113070202,"El Vigía, Ponce, PR",
36047012100,"Kings County, NY",
12021011205,"Corkscrew, Immokalee, FL",
36005005002,"Bronx County, NY",
6037543322,"Carson, CA",
48029131100,"East Side, San Antonio, TX",
9001071600,"Downtown, Bridgeport, CT",
48113001204,"Dallas, TX",
34013005700,"South Broad Street, Newark, NJ",
48247950200,"Hebbronville, TX",
45011980100,"Barnwell, SC",
51760050600,"Near West End, Richmond, VA",
48323950602,"Eagle Pass, TX",
51710002600,"Highland Park, Norfolk, VA",
11001005301,"Northwest Washington, Washington, DC",
12086013900,"Hialeah Gardens, FL",
24510150600,"NW Community Action, Baltimore, MD",
17031834800,"Englewood, Chicago, IL",
72099420200,"Moca, PR",
6001405700,"Tuxedo, Oakland, CA",
13063040520,"Atlanta, GA",
26163542400,"Grandmont - Rosedale, Detroit, MI",
39035151200,"East Cleveland, OH",
42003561200,"Pittsburgh, PA",
72085190201,"Las Piedras, PR",
48029171100,"Edgewood, San Antonio, TX",
36005021200,"Bronx County, NY",
12055980000,"Sebring, FL",
26081002800,"SECA, Grand Rapids, MI",
12087980000,"Homestead, FL",
6061023200,"Lincoln Crossing, Lincoln, CA",
35013000401,"Las Cruces, NM",
