tract,Name,Household_Income_at_Age_35_rNA_gM_p25
22103041207,"Covington, LA",
6037204910,"Boyle Heights, Los Angeles, CA",
36047005602,"Kings County, NY",
17031823101,"Worth, IL",
20041084100,"Abilene, KS",
36059522000,"Massapequa, NY",
53033006700,"Queen Anne, Seattle, WA",
9009350300,"Waterbury, CT",
26145011100,"Saginaw, MI",
6065050900,"Canyon Crest, Riverside, CA",
26163585500,"Romulus, MI",
27053003800,"Marcy-Holmes, Minneapolis, MN",
17031811301,"Melrose Park, IL",
34037372600,"Stockholm, Hardyston Township, NJ",
45079011407,"Elgin, SC",
36029010201,"Buffalo, NY",
22041950400,"Gilbert, LA",
45045001204,"Greenville, SC",
26041971100,"Escanaba, MI",
48201340800,"Clear Lake, Houston, TX",
13067030408,"Marietta, GA",
50025967600,"Putney, VT",
39017001100,"Hamilton, OH",
6037239702,"South Los Angeles, Los Angeles, CA",
20173009605,"Wichita, KS",
42003563100,"Westwood, Pittsburgh, PA",
54061010201,"Morgantown, WV",
42071010300,"Manheim, PA",
31055004200,"Southeast Omaha, Omaha, NE",
20091053419,"Nottingham Forest South, Overland Park, KS",
42101038100,"Northeast Philadelphia, Philadelphia, PA",
48355003102,"Flour Bluff, Corpus Christi, TX",
39103417000,"Wadsworth, OH",
17031808600,"Glenview, IL",
48203020104,"Karnack, TX",
39165032006,"Loveland, OH",
36103147501,"East Islip, NY",
48029171000,"Edgewood, San Antonio, TX",
19097950100,"Maquoketa, IA",
6073020020,"Santa Fe Hills, San Marcos, CA",
42129802103,"Murrysville, PA",
5045030103,"Greenbrier, AR",
6067005502,"North Sacramento, Sacramento, CA",
42101000200,"Center City, Philadelphia, PA",
18097355300,"Emerson Heights, Indianapolis, IN",
25021416300,"Milton, MA",
1091973200,"Dixons Mills, AL",
6043000200,"Coulterville, CA",
16075960100,"Payette, ID",
27123033900,"Summit - University, Saint Paul, MN",
36061016001,"Upper East Side, New York, NY",
39035141400,"Cleveland Heights, OH",
6067008210,"Folsom, CA",
44007000200,"Elmwood, Providence, RI",
47163040300,"Kingsport, TN",
12011010901,"Lighthouse Point, FL",
36001014202,"Delmar, NY",
39057200101,"Fairborn, OH",
39155933100,"Leavittsburg, OH",
20091051805,"Nall Hills, Overland Park, KS",
39077915500,"Norwalk, OH",
1063060100,"Eutaw, AL",
48013960202,"Poteet, TX",
18089040700,"Highland, IN",
36005009600,"Bronx County, NY",
47125101303,"Clarksville, TN",
56021000800,"Cheyenne, WY",
13051011108,"Savannah, GA",
48381021606,"Amarillo, TX",
13073030503,"Harlem, GA",
37101041103,"Clayton, NC",
35049010311,"Edgewood, NM",
42075002701,"Lebanon, PA",
25025081400,"Highland Park, Boston, MA",
47157020700,"Millington, TN",
12127090903,"DeBary, FL",
39157022001,"Uhrichsville, OH",
26093710700,"Fenton, MI",
9009150300,"Milford, CT",
20177003607,"Southwest Topeka, Topeka, KS",
45079010900,"Columbia, SC",
38093967400,"Jamestown, ND",
8031008389,"Green Valley Ranch, Denver, CO",
32003002841,"Las Vegas, NV",
48201453401,"Alief, Houston, TX",
50017959700,"Fairlee, VT",
47109930200,"Bethel Springs, TN",
4013103219,"Paradise Valley Village, Scottsdale, AZ",
47157020831,"Lakeland, TN",
19017004500,"Tripoli, IA",
19113010400,"Springville, IA",
42091200606,"North Wales, PA",
8005081300,"Willow Park, Aurora, CO",
48201542102,"Katy, TX",
34013007600,"North Ironbound, Newark, NJ",
16083000800,"Twin Falls, ID",
36103124101,"Lindenhurst, NY",
26049012704,"Flint, MI",
8041007202,"Colorado Springs, CO",
6111004902,"Rose Park, Oxnard, CA",
5115950700,"Sand Gap, AR",
51177020306,"Fredericksburg, VA",
36119010100,"Scarsdale, NY",
49057200203,"Ogden, UT",
19169010500,"Zearing, IA",
26065005303,"Lansing, MI",
48201431801,"Southwest Houston, Houston, TX",
13063040617,"Stockbridge, GA",
17161021900,"Moline, IL",
29095006700,"Midtown - Westport, Kansas City, MO",
48451001707,"San Angelo, TX",
47157003300,"Midtown, Memphis, TN",
17197881302,"Joliet, IL",
34013002201,"Upper Vailsburg, Newark, NJ",
22019001901,"Lake Charles, LA",
25003932300,"Hinsdale, MA",
24005451701,"Middle River, MD",
48287000100,"Lexington, TX",
37119004900,"Greenville, Charlotte, NC",
39095009101,"Holland, OH",
72021031114,"Bayamón, PR",
26077006702,"Galesburg, MI",
6059075514,"Tustin, CA",
51085320900,"Mechanicsville, VA",
48113014002,"West Carrollton, Carrollton, TX",
25025110501,"Roslindale, Boston, MA",
26081010904,"Kent County, MI",
42079211301,"Shavertown, PA",
6085501700,"Central San Jose, San Jose, CA",
53015000704,"Longview, WA",
42045407502,"Media, PA",
6071004507,"Arrowhead Farms, San Bernardino, CA",
12095017103,"Orlando, FL",
36063024404,"Lewiston, NY",
48213951400,"LaRue, TX",
39157021500,"New Philadelphia, OH",
12031013000,"Westside, Jacksonville, FL",
45069960500,"Clio, SC",
13215001600,"Columbus, GA",
36051030202,"Avon, NY",
39085200800,"Wickliffe, OH",
18109510900,"Martinsville, IN",
29003010200,"Savannah, MO",
22051027601,"Westwego, LA",
6075980900,"Bayview, San Francisco, CA",
39061020761,"Cincinnati, OH",
51760010900,"Highland Park Southern Tip, Richmond, VA",
5031000801,"Jonesboro, AR",
42097082000,"Sunbury, PA",
29095013704,"Lee's Summit, MO",
5007020305,"Rogers, AR",
51161030802,"Cave Spring, VA",
1065040000,"Moundville, AL",
37191001800,"Goldsboro, NC",
25025050700,"Central-Maverick Square / Paris Street, Boston, MA",
8077000200,"Grand Junction, CO",
26161445000,"Chelsea, MI",
39049009390,"Reynoldsburg, OH",
45063020100,"Cayce, SC",
37117970500,"Williamston, NC",
6071010420,"Joshua Tree, CA",
4003000301,"Benson, AZ",
55069960200,"Tomahawk, WI",
4013116300,"South Mountain Village, Phoenix, AZ",
29189221421,"Fenton, MO",
36067011401,"Baldwinsville, NY",
26099255200,"Roseville, MI",
6059110116,"La Palma, CA",
17031823605,"Palos Heights, IL",
28057950200,"Mantachie, MS",
25021411302,"Walpole, MA",
6061021035,"Junction West, Roseville, CA",
8035014127,"Castle Rock, CO",
55035001101,"Downtown, Eau Claire, WI",
53033024602,"Mercer Island, WA",
6085503504,"Alum Rock, San Jose, CA",
24033803700,"Hyattsville, MD",
1003010800,"Daphne, AL",
6103000200,"Cottonwood, CA",
36075021402,"Oswego, NY",
37025040900,"Kannapolis, NC",
47019071100,"Watauga, TN",
42101008102,"West Philadelphia, Philadelphia, PA",
39049007393,"Bryn Mawr Woods, Columbus, OH",
17143002200,"Peoria, IL",
6041104200,"Novato, CA",
39035195900,"Chagrin Falls, OH",
36063021400,"Niagara Falls, NY",
36103158205,"Mount Sinai, NY",
48113018139,"Rowlett, TX",
6081608002,"Foster City, CA",
6071001808,"Ontario, CA",
20045001500,"Lecompton, KS",
8101003106,"Pueblo, CO",
48209010304,"San Marcos, TX",
36085024700,"Richmond County, NY",
36005028100,"Bronx County, NY",
21099970500,"Hardyville, KY",
47089070700,"Dandridge, TN",
47037016000,"South Nashville, Nashville, TN",
13213010500,"Chatsworth, GA",
42049000500,"Zone 1, Erie, PA",
5023480201,"Edgemont, AR",
4019004073,"Rita Ranch, Tucson, AZ",
32031003503,"Sparks, NV",
29095007700,"North Town Fork Creek, Kansas City, MO",
34013011300,"East Orange, NJ",
54065970800,"Berkeley Springs, WV",
12086018900,"Miami, FL",
48309003708,"Hewitt, TX",
42019911000,"Prospect, PA",
13089021703,"Atlanta, GA",
42007604800,"Aliquippa, PA",
12086019700,"Miami, FL",
24023000400,"Swanton, MD",
17031832600,"Lincoln Park, Chicago, IL",
21117065800,"Covington, KY",
47045964400,"Dyersburg, TN",
22019002900,"Sulphur, LA",
30091090200,"Plentywood, MT",
48309000100,"Brazos, Waco, TX",
25005614102,"East Taunton, Taunton, MA",
6037271801,"Palms, Los Angeles, CA",
25023510100,"Brockton, MA",
1073014406,"Birmingham, AL",
31127968100,"Auburn, NE",
12071040304,"Alabama, Lehigh Acres, FL",
36047042800,"Kings County, NY",
34003025100,"Hasbrouck Heights, NJ",
25017314301,"Dracut, MA",
18067000500,"Kokomo, IN",
54061011100,"Westover, WV",
54011000600,"Huntington, WV",
36067016002,"Syracuse, NY",
26149041300,"Colon, MI",
27003051202,"Fridley, MN",
2122000400,"Sterling, AK",
8041000202,"Northeast Colorado Springs, Colorado Springs, CO",
17031410600,"Hyde Park, Chicago, IL",
33011001200,"Hanover Hill, Manchester, NH",
9001071100,"West End - West Side, Bridgeport, CT",
29189217400,"Brentwood, MO",
34013004900,"Weequahic, Newark, NJ",
26065005401,"Holt, Delhi charter Township, MI",
37005950300,"Sparta, NC",
21067003906,"Andover Forest, Lexington, KY",
24033800509,"Upper Marlboro, MD",
17031828402,"Homewood, IL",
6059062638,"Aliso Viejo, CA",
39151714400,"Massillon, OH",
39023002502,"Springfield, OH",
53009001500,"Port Angeles, WA",
6037404803,"Baldwin Park, CA",
12057012211,"Tampa, FL",
40015161600,"Lookeba, OK",
42101000804,"Center City, Philadelphia, PA",
40109108309,"Northwest Oklahoma City, Oklahoma City, OK",
48329010109,"Midland, TX",
17197880502,"Lockport, IL",
13051004500,"Midtown, Savannah, GA",
42017104203,"Doylestown, PA",
42017104100,"Dublin, PA",
21029020400,"Shepherdsville, KY",
55077960300,"Montello, WI",
6071000808,"Upland, CA",
48071710200,"Baytown, TX",
8041006700,"West Colorado Springs, Manitou Springs, CO",
8059009831,"West Central Westminster, Westminster, CO",
12057005301,"Channel District, Tampa, FL",
48113014302,"Arts District, Irving, TX",
39049006921,"Salem Village, Columbus, OH",
20115489600,"Hillsboro, KS",
4013812200,"Chandler, AZ",
21211040302,"Shelbyville, KY",
48497150402,"Paradise, TX",
36007001500,"Binghamton, NY",
48141004313,"Vista Hills Park, El Paso, TX",
29510112300,"Fountain Park, St. Louis, MO",
47165021105,"Hendersonville, TN",
6059063903,"Costa Mesa, CA",
37179020204,"Monroe, NC",
4019004050,"Catalina Ranch Estates, Tucson, AZ",
6013346203,"Danville, CA",
55087012700,"Hortonville, WI",
29015460300,"Warsaw, MO",
51061930401,"Nokesville, VA",
6073008348,"Mira Mesa, San Diego, CA",
26075006600,"Springport, MI",
36099950900,"Ovid, NY",
31003979700,"Neligh, NE",
42003561100,"Pittsburgh, PA",
20055960300,"Garden City, KS",
40027202201,"Moore, OK",
29183311212,"St. Peters, MO",
5055480400,"Paragould, AR",
36047086800,"Kings County, NY",
6075022901,"Mission District, San Francisco, CA",
48257050800,"Kaufman, TX",
26163563300,"Canton, MI",
17031030603,"Edgewater, Chicago, IL",
48113019211,"Richardson, TX",
36081032800,"Queens County, NY",
6073013906,"Spring Valley, CA",
9001011100,"Riverside, Greenwich, CT",
6071007110,"Colton, CA",
6029002821,"Bakersfield, CA",
34001001100,"Atlantic City, NJ",
36059520800,"North Massapequa, NY",
6065045304,"Indio, CA",
53061050102,"Lynnwood, WA",
4013092719,"Maryvale Village, Glendale, AZ",
21029020701,"Shepherdsville, KY",
12127090304,"Fern Park, DeLand, FL",
8029964600,"Paonia, CO",
8059012024,"Littleton, CO",
34017014200,"North Bergen, NJ",
55131410100,"Kewaskum, WI",
36061014801,"Upper East Side, New York, NY",
4013815000,"Ashland Ranch, Gilbert, AZ",
12009071335,"Palm Bay, FL",
24017851400,"Waldorf, MD",
21151010702,"Richmond, KY",
41067032410,"Hillsboro, OR",
47013950700,"LaFollette, TN",
48439105204,"Fort Worth, TX",
13051010502,"Savannah, GA",
6037127220,"Van Nuys, Los Angeles, CA",
1125012502,"Tuscaloosa, AL",
48201540100,"Lakes On Eldridge North, Houston, TX",
37061090200,"Faison, NC",
6073017502,"Encinitas, CA",
8059012037,"Kings Valley, Conifer, CO",
1113031100,"Hurtsboro, AL",
48029131507,"Northeast Side, San Antonio, TX",
8059012059,"Columbine Knolls, Littleton, CO",
45021970501,"Gaffney, SC",
18183050100,"Churubusco, IN",
34023002500,"Iselin, Woodbridge Township, NJ",
54015957900,"Clay County, WV",
51770031102,,
33015107500,"Greenland, NH",
34007600700,"Cooper Point, Camden, NJ",
54037972702,"Harpers Ferry, WV",
72127004200,"San Juan, PR",
49011125908,"Layton, UT",
13225040400,"Fort Valley, GA",
48057000300,"Port Lavaca, TX",
21101020601,"Henderson, KY",
36061023200,"Harlem, New York, NY",
25017342201,"Everett, MA",
9007680200,"Middletown, CT",
36065023501,"Whitesboro, NY",
39035108301,"Goodrich - Kirtland Park, Cleveland, OH",
48215024106,"Palmhurst, TX",
6037211704,"Central LA, Los Angeles, CA",
48439111011,"Fort Worth, TX",
29131962500,"Iberia, MO",
48201420200,"Southwest Houston, Houston, TX",
9001020500,"Newfield - Westover - Turn of River, Stamford, CT",
39113002400,"Wright View, Dayton, OH",
42029301300,"Pottstown, PA",
53053071901,"Lakewood, WA",
31055006703,"West Omaha, Omaha, NE",
36081053800,"Queens County, NY",
47189030600,"Lebanon, TN",
12011030201,"Pompano Beach, FL",
6073001600,"Corridor, San Diego, CA",
42063960500,"Home, PA",
6037267300,"West Los Angeles, Los Angeles, CA",
53033032327,"Redmond, WA",
47125102002,"Clarksville, TN",
72119130602,"Río Grande, PR",
29189213400,"St. Louis, MO",
53033032328,"Redmond, WA",
4013422105,"Fiesta Park Village, Mesa, AZ",
17183000800,"Danville, IL",
24027602306,"Dunloggin, Ellicott City, MD",
13013180302,"Winder, GA",
12057012206,"Lakeview Village, Brandon, FL",
17031310200,"East Pilsen, Chicago, IL",
39035119402,"Buckeye - Shaker, Cleveland, OH",
72019952302,"Orocovis, PR",
6059099247,"Riverview West, Santa Ana, CA",
4013618000,"Glendale, AZ",
29029950500,"Camdenton, MO",
6037603704,"Hawthorne, CA",
6037191000,"Central LA, Los Angeles, CA",
51119951000,"Saluda, VA",
36081077904,"Queens County, NY",
1113030200,"Phenix City, AL",
48085031717,"Far North Dallas, Dallas, TX",
6037242100,"South Los Angeles, Los Angeles, CA",
26163540800,"Detroit, MI",
8014030800,"Broomfield, CO",
25027724100,"West Brookfield, MA",
26147645000,"Township of Cottrellville, MI",
17031819500,"La Grange, IL",
12099000407,"Jupiter, FL",
12095017004,"Orlando, FL",
20133951900,"Chanute, KS",
18035000600,"Old West End, Muncie, IN",
31055007313,"North Central Omaha, Omaha, NE",
6037532302,"South Montebello, Los Angeles, CA",
12019031500,"Green Cove Springs, FL",
27141030404,"Becker, MN",
20173009301,"Wichita, KS",
12031002701,"Northwest, Jacksonville, FL",
28061950300,"Stringer, MS",
21067002900,"Lexington, KY",
32003005830,"Las Vegas, NV",
37021002604,"Leicester, NC",
42069102000,"Scranton, PA",
6083002402,"Santa Maria, CA",
35015000100,"Carlsbad, NM",
1121010301,"Talladega, AL",
42085031400,"Hermitage, PA",
12086003911,"North Beach, Miami Beach, FL",
55129950300,"Springbrook, WI",
40049681800,"Lindsay, OK",
53001950200,"Lind, WA",
19179960200,"Ottumwa, IA",
39049005810,"Merion Village, Columbus, OH",
36047049400,"Kings County, NY",
26163551500,"Harper Woods, MI",
9001257200,"Brooklawn - St. Vincent, Bridgeport, CT",
40143009009,"Broken Arrow, OK",
25027753100,"Oxford, Oxford, MA",
36081026200,"Queens County, NY",
36001000403,"Melrose, Albany, NY",
53077000902,"Yakima, WA",
19059450200,"Lake Park, IA",
18041954500,"Connersville, IN",
36081040300,"Queens County, NY",
36111952800,"Tillson, NY",
26163576400,"Allen Park, MI",
6061020711,"Johnson Ranch, Roseville, CA",
48439113811,"Fort Worth, TX",
12103027701,"Redington Beach, FL",
29189212500,"Ferguson, MO",
29095008100,"Eastern 49-63, Kansas City, MO",
39095005802,"Whitmer-Trilby, Toledo, OH",
29183311734,"St. Peters, MO",
53009000400,"Beaver, WA",
29029950200,"Osage Beach, MO",
13155950200,"Ocilla, GA",
36061010400,"Midtown, New York, NY",
32003005359,"Paradise Hills, Henderson, NV",
6073018601,"Oceanside, CA",
53053062900,"South Tacoma, Tacoma, WA",
12099006401,"Delray Beach, FL",
34013001600,"Fairmount, Newark, NJ",
1049961400,"Valley Head, AL",
9001060500,"Southport, Fairfield, CT",
18119955500,"Gosport, IN",
48031950200,"Blanco, TX",
12001002202,"Archer, FL",
6089012302,"Anderson, CA",
51157950200,"Castleton, VA",
9009184500,"Branford, CT",
39151712602,"Louisville, OH",
53033025602,"Renton, WA",
53063013300,"Mica, WA",
34003023502,"Hackensack, NJ",
37191001102,"Goldsboro, NC",
9001110202,"Shelton, CT",
48121021723,"Lewisville, TX",
24031705601,"Bethesda, MD",
9003420600,"Plainville, CT",
34017000500,"The Heights, Jersey City, NJ",
72013301800,"Arecibo, PR",
6001427900,"West Alameda, Alameda, CA",
13263960100,"Shiloh, GA",
8005086900,"Denver, CO",
51680000300,"Tate Springs, Lynchburg, VA",
13121004300,"Atlanta University Center, Atlanta, GA",
31141965600,"Columbus, NE",
17031251600,"Austin, Chicago, IL",
6037900103,"Lancaster, CA",
22033003300,"Scotlandville, Baton Rouge, LA",
51031020800,"Gladys, VA",
37183053008,"Southwest Raleigh, Raleigh, NC",
5063490800,"Pleasant Plains, AR",
26099227300,"Shelby charter Township, MI",
36103158408,"Rocky Point, NY",
48157673400,"Lakes Of Mission Grove, Richmond, TX",
12037970200,"Eastpoint, FL",
48113013711,"Farmers Branch, TX",
6065043262,"Temecula, CA",
42133023302,"Red Lion, PA",
26163555400,"Redford Charter Township, MI",
6067009502,"Quail Hollow, Galt, CA",
32003004914,"Las Vegas, NV",
39095007800,"Franklin Park, Toledo, OH",
72005401302,"Aguadilla Pueblo, PR",
15003008408,"Ewa, Ewa Beach, HI",
42095017603,"Bethlehem, PA",
39029951800,"Wellsville, OH",
51059452802,"Bailey's Crossroads, VA",
29099700401,"Cedar Hill, MO",
42091206704,"Collegeville, PA",
36047044800,"Kings County, NY",
12011030100,"Lighthouse Point, FL",
48201453502,"Westside, Houston, TX",
6073008310,"La Jolla, San Diego, CA",
9001245500,"Ridgefield, CT",
24005452300,"Baltimore, MD",
19123950100,"Rose Hill, IA",
48339691500,"Grogan's Mill, Spring, TX",
20091053424,"Tu'lakes, Overland Park, KS",
51165010200,"Elkton, VA",
36015000900,"Elmira, NY",
36059301700,"Manhasset, NY",
17031032100,"Uptown, Chicago, IL",
48113018127,"Garland, TX",
12057003200,"V. M. Ybor, Tampa, FL",
42079200800,"Wilkes-Barre, PA",
5119003202,"North Little Rock, AR",
24003730401,"Glen Burnie, MD",
6013353001,"Orinda, CA",
24029950200,"Worton, MD",
54049021000,"Fairmont, WV",
6085505500,"Santa Clara, CA",
6037402403,"Westmont, Pomona, CA",
12071020400,"North Fort Myers, FL",
37119005916,"Yorkmount, Charlotte, NC",
6085503306,"Alum Rock, San Jose, CA",
20091052001,"Milburn West, Merriam, KS",
33003956300,"Moultonborough, NH",
48351950300,"Call, TX",
51005080202,"Covington, VA",
36067006102,"Valley, Syracuse, NY",
25027710100,"Fitchburg, MA",
55055101701,"Watertown, WI",
39035116800,"Forest Hills, Cleveland, OH",
6073002702,"El Cerrito, San Diego, CA",
47053966800,"Trenton, TN",
51059481105,"Herndon, VA",
6071004505,"Wildwood Park, San Bernardino, CA",
9005298300,"Northwest Harwinton, Harwinton, CT",
40109106402,"Central Oklahoma City, Oklahoma City, OK",
36081035800,"Queens County, NY",
48157672100,"Sugar Lakes, Sugar Land, TX",
49049000104,"Lehi, UT",
48029181711,"Far West Side, San Antonio, TX",
48453001606,"Tarrytown, Austin, TX",
42003475303,"Bethel Park, PA",
31109003714,"Lincoln, NE",
8005005628,"Centennial, CO",
25009210800,"Peabody, MA",
30013001200,"Great Falls, MT",
39165031200,"Lebanon, OH",
24033806900,"Hollywood, College Park, MD",
4007001300,"Gila County, AZ",
49049010218,"Highland, UT",
17051950900,"Vandalia, IL",
1121010600,"Talladega, AL",
37183054108,"Covington Cross, Knightdale, NC",
17043840802,"Bensenville, IL",
48027023106,"Killeen, TX",
21073070701,"Jett, Frankfort, KY",
34017016600,"Union City, NJ",
18097341100,"Indianapolis, IN",
49035101400,"University, Salt Lake City, UT",
37067002809,"Rural Hall, NC",
6073009202,"Serra Mesa, San Diego, CA",
29099700802,"Herculaneum, MO",
33003955800,"Effingham, NH",
47189030402,"Lebanon, TN",
23011021000,"Clinton, ME",
17163501700,"Belleville, IL",
48479001501,"Eastern Division, Laredo, TX",
6037600201,"South Los Angeles, Los Angeles, CA",
36015010100,"Erin, NY",
1113030901,"Phenix City, AL",
21157950400,"Benton, KY",
12127081101,"Ortona Park, Daytona Beach, FL",
6071001600,"Ontario, CA",
45083020603,"Park Hills, Spartanburg, SC",
36001014609,"Albany, NY",
42101035100,"Northeast Philadelphia, Philadelphia, PA",
27153790300,"Clarissa, MN",
6085502102,"Willow Glen, San Jose, CA",
40075963600,"Mountain View, OK",
2170000501,"Big Lake, AK",
42011011800,"Birdsboro, PA",
45041001506,"Effingham, SC",
26025000200,"Battle Creek, MI",
25013812500,"Westfield, MA",
6037104403,"Arleta, Los Angeles, CA",
21111011800,"Edgewood, Louisville, KY",
48201511500,"Northside, Houston, TX",
8031004700,"Southwest, Denver, CO",
6039000507,"Madera, CA",
48439111521,"East Arlington, Arlington, TX",
48489950700,"Raymondville, TX",
26067982200,"Ionia, MI",
36047035200,"Kings County, NY",
36087012102,"Monsey, NY",
54021967700,"Glenville, WV",
12061050704,"Vero Beach, FL",
24005452500,"Dundalk, MD",
12035060106,"Palm Coast, FL",
54077964300,"Kingwood, WV",
39089758600,"Newark, OH",
53009002300,"Sequim, WA",
47063100500,"Morristown, TN",
6065031001,"Magnolia Center, Riverside, CA",
48121021744,"Lewisville, TX",
8077000601,"Grand Junction, CO",
1097006600,"Grand Bay, AL",
22087030700,"Chalmette, LA",
13019970100,"Alapaha, GA",
1097007300,"Bayou La Batre, AL",
37085070100,"Dunn, NC",
35045000302,"Farmington, NM",
17043841801,"Wheaton, IL",
18163003702,"Evansville, IN",
24031701701,"Takoma Park, MD",
42115032600,"Montrose, PA",
6085510400,"North Los Altos, Los Altos, CA",
26011970200,"Alger, MI",
15003009503,"Schofield Barracks, HI",
47125101903,"Clarksville, TN",
6065044932,"Cathedral City, CA",
39035981100,"Brook Park, OH",
39035104300,"Tremont, Cleveland, OH",
39035117600,"North Collinwood, Cleveland, OH",
11001009400,"Northeast Washington, Washington, DC",
29099700700,"Crystal City, MO",
48029121804,"Uptown, San Antonio, TX",
39049005000,"Franklinton, Columbus, OH",
12087970400,"Key Largo, FL",
48485013501,"Burkburnett, TX",
13051003502,"LaRoche Park/Springhill/Daffin Heights, Savannah, GA",
51187020200,"Middletown, VA",
18021040600,"Clay City, IN",
17031190200,"Belmont Cragin, Chicago, IL",
21009950500,"Glasgow, KY",
12005002500,"Panama City, FL",
17031300500,"Little Village, Chicago, IL",
17113001103,"Bloomington, IL",
55029100500,"Sturgeon Bay, WI",
23011010300,"Augusta, ME",
51760060400,"Richmond, VA",
55089660202,"Mequon, WI",
26101000400,"Manistee, MI",
6059110603,"Buena Park, CA",
28003950400,"Corinth, MS",
40027201203,"Norman, OK",
25025100400,"Dorchester, Boston, MA",
48381021604,"Sleepy Hollow, Amarillo, TX",
42101038500,"Chestnut Hill, Philadelphia, PA",
36055005700,"Beechwood, Rochester, NY",
25009205200,"Lynn, MA",
4013216838,"Desert Shadows, Scottsdale, AZ",
72053150602,"Fajardo, PR",
42051260800,"Normalville, PA",
6037430803,"Arcadia, CA",
6071002602,"Southridge Village, Fontana, CA",
37011930301,"Newland, NC",
72127008100,"San Juan, PR",
17043845805,"Burr Ridge, IL",
51027010600,"Oakwood, VA",
12073002006,"Tallahassee, FL",
2261000300,"Valdez, AK",
22039950300,"Basile, LA",
1097002600,"North Crichton, Mobile, AL",
6073000800,"North Park, San Diego, CA",
26069000700,"Whittemore, MI",
40143007513,"Broken Arrow, OK",
13175950201,"Dublin, GA",
48113018105,"Garland, TX",
6059021830,"Yorba Linda, CA",
2170000401,"Wasilla, AK",
41051010001,"City Central, Gresham, OR",
17111871109,"Huntley, IL",
36061009900,"Midtown, New York, NY",
36081075702,"Queens County, NY",
1117030703,"Columbiana, AL",
48041002008,"College Station, TX",
49005000502,"Logan, UT",
27163070501,"Stillwater, MN",
48113012000,"Riverway Estates/Bruton Terrace, Dallas, TX",
26019000100,"Interlochen, MI",
48439100300,"Far Greater Northside Historical, Fort Worth, TX",
6037204120,"Central LA, Los Angeles, CA",
4013980500,"Chandler, AZ",
47065010305,"Soddy-Daisy, TN",
36047028501,"Kings County, NY",
27139080202,"Savage, MN",
13319960200,"McIntyre, GA",
2170000705,"Tanaina, Wasilla, AK",
13115000700,"Rome, GA",
17197880109,"Bolingbrook, IL",
72025202701,"Caguas, PR",
42045401800,"Lansdowne, PA",
25017387100,"Holliston, MA",
18003011802,"Monroeville, IN",
37001021204,"Mebane, NC",
6037532002,"South Montebello, Montebello, CA",
72083959900," County, PR",
21013960500,"Middlesboro, KY",
44003021200,"Pilgrim Park, Warwick, RI",
18097380100,"Perry Township, Indianapolis, IN",
26135970500,"Mio, MI",
9013535100,"Ellington, CT",
34003057101,"Wallington, NJ",
27055020900,"Houston County, MN",
12086009703,"Highland Lakes, Miami, FL",
25017327101,"Pepperell, MA",
47093004607,"Knoxville, TN",
48201323500,"Alta Vista Acres, Pasadena, TX",
47149041800,"Murfreesboro, TN",
13121007500,"Jefferson Park, Atlanta, GA",
4019004717,"Coronado Foothills Estates, Tucson, AZ",
24510130400,"Woodbrook, Baltimore, MD",
25027736100,"Auburn, MA",
25023545400,"Wareham Center, Wareham, MA",
26073000800,"Mount Pleasant, MI",
36005024100,"Bronx County, NY",
24017850710,"Waldorf, MD",
9001081300,"Stratford, CT",
6095253500,"Rio Vista, CA",
36059518100,"East Norwich, NY",
1013953200,"Greenville, AL",
42021012000,"Patton, PA",
19153011026,"West Des Moines, IA",
36085027704,"Richmond County, NY",
19071970100,"Farragut, IA",
12105011834,"Lakeland, FL",
6037541400,"South Los Angeles, Compton, CA",
47037013100,"Scottsboro, Nashville, TN",
53061053604,"Granite Falls, WA",
51800075602,"Suffolk, VA",
36103190403,"Hampton Bays, NY",
12057011103,"Lutz, FL",
19169000600,"Ames, IA",
51147930201,"Farmville, VA",
32007951600,"Carlin, NV",
49035103700,"Wasatch Hollow, Salt Lake City, UT",
36047040100,"Kings County, NY",
34003002100,"Alpine, NJ",
26049001500,"Flint, MI",
42101016200,"Norris Square, Philadelphia, PA",
12111382003,"Port St. Lucie, FL",
51107611013,"Belmont Country Club, Ashburn, VA",
38017000501,"Downtown, Fargo, ND",
4013815700,"San Tan Ranch, Gilbert, AZ",
51059491402,"Centreville, VA",
42101980100,"Northwest Philadelphia, Philadelphia, PA",
4019004053,"Tucson, AZ",
19113001700,"Wellington Heights, Cedar Rapids, IA",
22019003500,"Vinton, LA",
6079010101,"Paso Robles, CA",
48439122500,"West Arlington, Arlington, TX",
6037199400,"Mount Washington, Los Angeles, CA",
48113017306,"Hills At Tealwood, Mesquite, TX",
47157020524,"Raleigh, Memphis, TN",
24009860502,"Huntingtown, MD",
26145010401,"Saginaw Township North, Saginaw, MI",
6075025402,"Bernal Heights, San Francisco, CA",
41067033400,"Banks, OR",
55087011502,"Appleton, WI",
53063001300,"Northtown, Spokane, WA",
42051261402,"Grindstone, PA",
41003010200,"Corvallis, OR",
36061005501,"Lower Manhattan, New York, NY",
6037481300,"Rosemead, CA",
48453000901,"Blackshear-Prospect Hill, Austin, TX",
4013103303,"Paradise Valley Village, Phoenix, AZ",
5113950400,"Mena, AR",
12071000900,"Fort Myers, FL",
49035113101,"West Jordan, UT",
39007001200,"Kingsville, OH",
12087971200,"Marathon, FL",
45015020809,"Goose Creek, SC",
6041102202,"Novato, CA",
36091061600,"Ballston Lake, NY",
18003002800,"Oxford, Fort Wayne, IN",
