tract,Name,Household_Income_at_Age_35_rB_gF_p25
22051026300,"Harvey, LA",
12021010606,"East Naples, Naples, FL",
48479000105,"Eastern Division, Laredo, TX",
46081966302,"Spearfish, SD",
25027747101,"Blackstone, MA",
26059050900,"Hillsdale, MI",
6001442900,"Blacow, Fremont, CA",
42049012202,"Edinboro, PA",
32003001502,"Las Vegas, NV",
53061051913,"Brier, WA",
72127009901,"San Juan, PR",
6107000202,"Orosi, CA",
36109000300,"Ithaca, NY",
13121006801,"Chosewood Park, Atlanta, GA",
4013616700,"Deer Valley, Phoenix, AZ",
8035014503,"Castle Rock, CO",
6037191901,"Central LA, Los Angeles, CA",
6071010901,"Lake Arrowhead, CA",
6073020016,"Carlsbad, CA",
18105001501,"Bloomington, IN",
19113000100,"Marion, IA",
37105030102,"Sanford, NC",
51165011200,"Dayton, VA",
41051010500,"Corbett, OR",
36119009702,"White Plains, NY",
49035113525,"West Valley City, UT",
37081012505,"Hamilton Lakes, Greensboro, NC",
6037204200,"Boyle Heights, Los Angeles, CA",
6037530500,"East Los Angeles, CA",
38095951500,"Cando, ND",
6073019404,"Vista, CA",
6037701202,"Wilshire Montana, Santa Monica, CA",
25001010900,"Brewster, MA",
6037109100,"Mission Hills, Los Angeles, CA",
37129011903,"Carleton Place, Wilmington, NC",
40109108601,"Southwest Oklahoma City, Oklahoma City, OK",
17031063400,"Lake View East, Chicago, IL",
17097864700,"Highland Park, IL",
48141004318,"Travis White, El Paso, TX",
42091205100,"Bryn Mawr, PA",
12103025018,"Saint Petersburg, FL",
54011000300,"Huntington, WV",
48479001711,"Interamerica Distribution Park, Laredo, TX",
49049000205,"American Fork, UT",
20035494100,"Arkansas City, KS",
34023002605,"Colonia, Woodbridge Township, NJ",
48113015303,"Grand Prairie, TX",
17111870807,"Crystal Lake, IL",
20039951100,"Oberlin, KS",
55133202103,"Waukesha, WI",
4013061026,"Surprise Farms, Surprise, AZ",
12099007617,"Boca Raton, FL",
36119004600,"Bronxville, NY",
6097153901,"Healdsburg, CA",
29095015200,"River Market, Kansas City, MO",
23005003701,"Cape Elizabeth, ME",
23019002000,"Hampden, Hampden, ME",
6037800326,"Westlake Village, CA",
25001012101,"West Yarmouth, Yarmouth, MA",
32003005437,"Lake Las Vegas, Henderson, NV",
6029003103,"Rexland Acres, Bakersfield, CA",
6111008201,"Simi Valley, CA",
6111003013,"South Bank, Oxnard, CA",
6111008004,"Simi Valley, CA",
12086005904,"Miami, FL",
25025010104,"Boston, MA",
26163571700,"Dearborn Heights, MI",
48201420600,"Southwest Houston, Houston, TX",
26093722100,"Fowlerville, MI",
29145020300,"Neosho, MO",
9001045101,"Wilton, CT",
42049002000,"Little Italy, Erie, PA",
53009000700,"Port Angeles, WA",
26125136300,"Novi, MI",
18057111007,"Carmel, IN",
47079969700,"Springville, TN",
12103025011,"Largo, FL",
23005003100,"Pleasantdale, South Portland, ME",
5075470502,"Walnut Ridge, AR",
6111003012,"South Bank, Oxnard, CA",
42079215503,"Mountain Top, PA",
55087012902,"Appleton, WI",
39049009440,"South Columbus, Groveport, OH",
6111001202,"Ventura, CA",
34025802200,"Keansburg, NJ",
49049000711,"Orchard North, Orem, UT",
1049961000,"Fort Payne, AL",
6065042737,"Winchester, CA",
36059411302,"Woodmere Park, Woodmere, NY",
15003008302,"Ewa, Ewa Beach, HI",
4013061040,"Dysart Cactus, El Mirage, AZ",
39023003002,"Springfield, OH",
47041920200,"Smithville, TN",
4005000700,"Flagstaff, AZ",
55087011300,"Appleton, WI",
42091206501,"Collegeville, PA",
36047016000,"Kings County, NY",
8035014403,"Castle Rock, CO",
34035051400,"Manville, NJ",
36047003600,"Kings County, NY",
48377950200,"Presidio, TX",
72099420401,"Moca, PR",
6001400200,"Rockridge, Oakland, CA",
31119960802,"Norfolk, NE",
8067970800,"Durango, CO",
2198000200,"Klawock, AK",
42021012200,"Ashville, PA",
42129805000,"Herminie, PA",
6073008902,"San Diego, CA",
34027046297,"Long Valley, Washington Township, NJ",
25009251700,"Lawrence, MA",
36103122602,"Deer Park, NY",
24005408601,"Lutherville-Timonium, MD",
41051001500,"Southeast Portland, Portland, OR",
36089491200,"Potsdam, NY",
72009250300,"Aibonito, PR",
6013332000,"Dana Estates, Concord, CA",
51059491501,"Centreville, VA",
48041001606,"Parkway Plaza, College Station, TX",
18027954300,"Odon, IN",
29187950700,"Farmington, MO",
48291701300,"Hull, TX",
48453001200,"Clarksville, Austin, TX",
32003001401,"Crestwood, Las Vegas, NV",
4013216816,"North Scottsdale, Scottsdale, AZ",
48249950700,"Premont, TX",
6037554511,"Cerritos, CA",
41039002401,"Eugene, OR",
42003501000,"McKeesport, PA",
37071032402,"Belmont, NC",
5115951000,"Russellville, AR",
26163566500,"Wayne, MI",
48419950500,"Center, TX",
55009000600,"Green Bay, WI",
48201321200,"Southbelt/ Ellington, Pasadena, TX",
40149965100,"New Cordell, OK",
18061060100,"Palmyra, IN",
36083052201,"Poestenkill, NY",
4019004325,"Canoa Ranch, Green Valley, AZ",
16001010224,"Eagle, ID",
6037301801,"Vineyard, Glendale, CA",
6075033201,"Lakeshore, San Francisco, CA",
48221160100,"Granbury, TX",
41039002902,"Eugene, OR",
34005982111,"McGuire Air Force Base, NJ",
55079186500,"Walker's Point, Milwaukee, WI",
6037201602,"Northeast Los Angeles, Los Angeles, CA",
42029303100,"West Chester, PA",
46067968700,"Parkston, SD",
48265960402,"Kerrville, TX",
8001008550,"Thornton, CO",
40087400202,"Washington, OK",
42003487000,"Dravosburg, PA",
6077003900,"Stockton, CA",
41039003600,"Laurel Hill, Eugene, OR",
26099260900,"Warren, MI",
13121001002,"Georgia Tech, Atlanta, GA",
8013012701,"Boulder, CO",
12115001801,"Sarasota, FL",
17031620400,"South Side, Chicago, IL",
41005023500,"Eagle Creek, OR",
39153505500,"Kenmore, Akron, OH",
26005030702,"Allegan, MI",
39153532502,"Richfield, OH",
42133022000,"Hanover, PA",
19131560300,"Osage, IA",
36007013600,"Endicott, NY",
55089640100,"Grafton, WI",
4013619500,"Paradise Valley Village, Phoenix, AZ",
39093023400,"Lorain, OH",
48215024404,"Edcouch, TX",
55079090200,"Wauwatosa, WI",
48339691000,"Spring, TX",
16039960300,"Mountain Home, ID",
12011070403,"Cooper City, FL",
26125183000,"Royal Oak, MI",
55133200901,"Capitol Drive Garden Acres, Brookfield, WI",
48121020504,"Denton, TX",
17031801606,"Northbrook, IL",
17179020800,"Pekin, IL",
13057090802,"Canton, GA",
8079973600,"Creede, CO",
36067016100,"Jamesville, NY",
53073000200,"Bellingham, WA",
18163010201,"Evansville, IN",
41039001301,"Cottage Grove, OR",
55133200803,"Imperial Estates, Brookfield, WI",
72113070800,"Ponce, PR",
18087970100,"Lagrange County, IN",
4019004423,"Tucson, AZ",
36057070800,"Amsterdam, NY",
32031002204,"Reno, NV",
12021010108,"Naples, FL",
36059416801,"Long Beach, NY",
19029190100,"Wiota, IA",
12057013604,"Tampa, FL",
26147637100,"Marysville, MI",
54049021600,"Mannington, WV",
54049020300,"Fairmont, WV",
8035014203,"Littleton, CO",
51760050500,"Near West End, Richmond, VA",
6015000203,"Klamath, CA",
39085206300,"Perry, OH",
72031050302,"Sabana Abajo, Carolina, PR",
55035001400,"Eau Claire, WI",
8005007101,"Byers, CO",
48439110301,"Haltom City, TX",
45051050303,"Myrtle Beach, SC",
54061011400,"Fairview, WV",
55073002100,"Marshfield, WI",
6073017501,"Encinitas, CA",
51195931200,"Big Stone Gap, VA",
12061050402,"Vero Beach, FL",
6037501803,"Whittier, CA",
6037404501,"Azusa, CA",
39089755300,"Johnstown, OH",
25009205500,"Lynn, MA",
51660000401,"Harrisonburg, VA",
49035114200,"West Jordan, UT",
26139021700,"Hudsonville, MI",
6065042717,"Menifee, CA",
36059405301,"Franklin Square, NY",
39165031903,"Mason, OH",
17031808301,"Morton Grove, IL",
6007003502,"Gridley, CA",
25005646101,"Westport, MA",
38057961600,"Hazen, ND",
26053950700,"Ironwood, MI",
51135980100,"Blackstone, VA",
35017964700,"Silver City, NM",
42101032600,"Northeast Philadelphia, Philadelphia, PA",
11001006202,"Northwest Washington, Washington, DC",
17031806802,"Skokie, IL",
32003005321,"Green Valley South, Henderson, NV",
42077005200,"Slatington, PA",
39145003600,"2nd Ward, Portsmouth, OH",
42027012300,"State College, PA",
12086011009,"Homestead, FL",
42107000800,"Frackville, PA",
41067031514,"Bethany, Portland, OR",
36037951300,"Pavilion, NY",
26021001000,"Saint Joseph, MI",
36025971100,"Roxbury, NY",
39091004800,"West Liberty, OH",
53007961302,"Wenatchee, WA",
6037404600,"Baldwin Park, CA",
55059002000,"Pleasant Prairie, WI",
36047011900,"Kings County, NY",
17159978000,"Olney, IL",
6025011900,"Calexico, CA",
55055101000,"Jefferson, WI",
9001211400,"Danbury, CT",
48029181728,"Far West Side, San Antonio, TX",
19017004300,"Readlyn, IA",
9001110500,"Shelton, CT",
41059950200,"Milton-Freewater, OR",
55095960700,"Saint Croix Falls, WI",
30063001800,"Missoula County, MT",
6067009011,"Villages Of Zinfandel, Rancho Cordova, CA",
40143007638,"Tulsa, OK",
26163577600,"Lincoln Park, MI",
21111010307,"Louisville, KY",
13117130406,"Cumming, GA",
6073020018,"San Marcos, CA",
39041011101,"Ashley, OH",
20173009513,"Wichita, KS",
48491020325,"Cedar Park, TX",
21111011708,"Louisville, KY",
54025950600,"Lewisburg, WV",
48061011902,"La Feria, TX",
21043960100,"Olive Hill, KY",
17197883513,"Tinley Park, IL",
26163562500,"Plymouth, MI",
33015062500,"Kensington, NH",
48113015900,"Grand Prairie, TX",
48039661502,"Alvin, TX",
49035112805,"Sandy, UT",
23025966700,"Skowhegan, ME",
48113019502,"Park Cities, Dallas, TX",
18099020702,"Bourbon, IN",
6029004902,"Delano, CA",
42097080600,"Northumberland, PA",
6085503332,"Evergreen, San Jose, CA",
51023040401,"Troutville, VA",
53033032104,"Squak Mountain, Issaquah, WA",
39023002000,"Aberfelda Hills, Springfield, OH",
8031002702,"Central, Denver, CO",
24510240400,"Riverside Park, Baltimore, MD",
34019011600,"Stockton, NJ",
39089754700,"Utica, OH",
36113073000,"Warrensburg, NY",
55133200202,"Market Square, Menomonee Falls, WI",
36069051000,"Canandaigua, NY",
39049007043,"Slate Hill, Columbus, OH",
6065043257,"Temecula, CA",
12057014109,"Ruskin, FL",
6029001700,"Riviera/Westchester, Bakersfield, CA",
44007002500,"Smith Hill, Providence, RI",
40125501300,"Wanette, OK",
56033000100,"Sheridan, WY",
6023010300,"McKinleyville, CA",
34025809502,"Morganville, Marlboro Township, NJ",
27025110502,"Lindstrom, MN",
48201323802,"Pasadena, TX",
8005085100,"The Farm at Arapahoe County, Aurora, CO",
4013618200,"Deer Valley, Glendale, AZ",
48085031003,"Princeton, TX",
36055011902,"Fairport, NY",
1125010101,"Tuscaloosa, AL",
39131952200,"Waverly, OH",
6085512033,"South San Jose, San Jose, CA",
2020002000,"Spenard, Anchorage, AK",
36061013600,"Upper East Side, New York, NY",
48475950100,"Ward County, TX",
38035011200,"Grand Forks, ND",
6079012800,"Atascadero, CA",
12091023307,"Destin, FL",
42095015500,"Pen Argyl, PA",
21207960400,"Russell Springs, KY",
4013610000,"Phoenix, AZ",
25025070402,"South End, Boston, MA",
41033361200,"Grants Pass, OR",
36085029102,"Richmond County, NY",
21067002200,"Meadowthorpe, Lexington, KY",
13139000101,"Lula, GA",
39063000900,"Findlay, OH",
26139021400,"Grand Rapids, MI",
9011980000,"Conning Towers-Nautilus Park, Groton, CT",
6037300400,"Crescenta Highlands, Glendale, CA",
12127090904,"Orlandia Heights, DeBary, FL",
36085014606,"Richmond County, NY",
12107951100,"San Mateo, FL",
24005403801,"Baltimore County, MD",
26087332500,"North Branch, MI",
45045004001,"Travelers Rest, SC",
48139060803,"Midlothian, TX",
72131958800,"San Sebastián, PR",
17097865000,"Lake Forest, IL",
36021000401,"Kinderhook, NY",
53067011200,"Lacey, WA",
12117021314,"Oviedo, FL",
55079020900,"Tippecanoe, Milwaukee, WI",
39153530606,"Stow, OH",
54033031900,"Shinnston, WV",
47147080104,"White House, TN",
6113011400,"Woodland, CA",
17031301701,"Little Village, Chicago, IL",
39143961100,"Gibsonburg, OH",
5049550200,"Viola, AR",
6037500600,"El Rancho, Pico Rivera, CA",
26065000100,"Lansing, MI",
72087110400,"Urbanización Santiago, Loíza, PR",
37053110101,"Corolla, NC",
19169010200,"Maxwell, IA",
6067005606,"Arden Manor, Sacramento, CA",
26085961200,"Baldwin, MI",
6077005129,"Lathrop, CA",
4019003200,"Peter Howell, Tucson, AZ",
25003921300,"North Adams, MA",
41003010100,"Albany, OR",
48439110401,"Lake Worth, TX",
25009217500,"Beverly, MA",
50003970300,"West Rupert, Rupert, VT",
36005013800,"Bronx County, NY",
72087110102,"Miñi Miñi, Loíza, PR",
25017320102,"Hopkinton, MA",
12071001202,"Heritage Palms, Fort Myers, FL",
36059517802,"Locust Valley, NY",
36019100100,"Champlain, NY",
12085001407,"Hobe Sound, FL",
23005001100,"West End, Portland, ME",
48215023902,"Edinburg, TX",
25017385202,"Ashland, MA",
51185020200,"Bluefield, VA",
27091790300,"Welcome, MN",
32003005607,"Mesquite, NV",
55015020500,"Chilton, WI",
48381020500,"Amarillo, TX",
35009000500,"Clovis, NM",
36103123001,"West Babylon, NY",
39113040401,"Montgomery County, OH",
42003140200,"Squirrel Hill North, Pittsburgh, PA",
5045030303,"Vilonia, AR",
39069000600,"Deshler, OH",
53061052209,"Monroe, WA",
37179020311,"Indian Trail, NC",
42079211101,"Exeter, PA",
35055940000,"Peñasco, NM",
12069030306,"Leesburg, FL",
12077950100,"Telogia, FL",
6081601100,"Daly City, CA",
12017451700,"Homosassa, FL",
31095963800,"Fairbury, NE",
72021031307,"Bayamón, PR",
6039000108,"Coarsegold, CA",
53061053102,"Arlington, WA",
21121930200,"Girdler, KY",
8005083700,"Aurora, CO",
44007013201,"Scituate, RI",
72129220401,"San Lorenzo, PR",
37021002402,"Candler, NC",
6037534803,"Huntington Park, CA",
47031970802,"Tullahoma, TN",
17031809000,"Evanston, IL",
37173960301,"Bryson City, NC",
32003001717,"Las Vegas, NV",
4013110802,"Camelback East Village, Phoenix, AZ",
6065043218,"Temecula, CA",
6019006202,"Sanger, CA",
36081000600,"Queens County, NY",
42045409601,"Bryn Mawr, PA",
47073050700,"Church Hill, TN",
42125771200,"Finleyville, PA",
6037214600,"Central LA, Los Angeles, CA",
54039001901,"Charleston, WV",
29077003700,"Springfield, MO",
26125197200,"Troy, MI",
36097950100,"Burdett, NY",
30081000600,"Hamilton, MT",
29045950300,"Kahoka, MO",
48061013309,"Southmost, Brownsville, TX",
39027965000,"Midland, OH",
48029121910,"San Antonio, TX",
12053040908,"Spring Hill, FL",
35013001201,"Las Cruces, NM",
39165031600,"Lebanon, OH",
36039080100,"Hannacroix, NY",
42003415001,"Indianola, PA",
42019911200,"Butler, PA",
24001002000,"Cresaptown, MD",
8041001000,"East Colorado Springs, Colorado Springs, CO",
24001001502,"Ellerslie, MD",
6037501504,"Whittier, CA",
6037125600,"North Hollywood, Los Angeles, CA",
29065960400,"Salem, MO",
12009068400,"Cocoa Beach, FL",
12127083008,"Hawks Park, Edgewater, FL",
42095010700,"Bethlehem, PA",
34015500500,"Gibbstown, Greenwich Township, NJ",
37149920103,"Columbus, NC",
48029181721,"Braun's Farm, San Antonio, TX",
12071020202,"North Fort Myers, FL",
8101002300,"Bessemer, Pueblo, CO",
42077006902,"Coopersburg, PA",
51041100920,"Bon Air, VA",
36065023502,"Whitesboro, NY",
48439110204,"Fort Worth, TX",
26105950400,"Ludington, MI",
25017358100,"Lexington, MA",
39053953900,"Gallipolis, OH",
17197880415,"Joliet, IL",
4013071513,"Peoria, AZ",
5007020301,"Rogers, AR",
12103024301,"Meadowlawn, Saint Petersburg, FL",
41017000300,"La Pine, OR",
39153531103,"Akron, OH",
6059074005,"Sunwood Central, Santa Ana, CA",
36081071306,"Queens County, NY",
37019020102,"Leland, NC",
41047001802,"Salem, OR",
31055001600,"Downtown, Omaha, NE",
36101962200,"Addison, NY",
42029302202,"Exton, PA",
29113810304,"Troy, MO",
24021752102,"Ijamsville, MD",
18131959100,"Medaryville, IN",
72135510200,"Toa Alta, PR",
22119031100,"Shongaloo, LA",
36111954700,"Ellenville, NY",
12017450601,"Homosassa, FL",
8005085600,"Aurora, CO",
32510001002,"Carson City, NV",
6081609500,"San Carlos, CA",
6059087901,"Stanton, CA",
12041950201,"High Springs, FL",
36083040900,"Troy, NY",
48453001401,"Greater South River City, Austin, TX",
42133021900,"Hanover, PA",
23027044000,"Lincolnville, ME",
39035106200,"Old Brooklyn, Cleveland, OH",
53033002100,"Northeast Seattle, Seattle, WA",
12099005808,"Boynton Beach, FL",
6037201700,"Northeast Los Angeles, Los Angeles, CA",
26099214500,"Macomb County, MI",
37119005907,"Dixie - Berryhill, Charlotte, NC",
34035052201,"Warren, NJ",
6065044522,"Desert Hot Springs, CA",
25023545200,"Wareham, MA",
37021001300,"Asheville, NC",
6085511000,"Midtown, Palo Alto, CA",
34005700602,"Riverside, NJ",
17201004003,"South Beloit, IL",
12099005923,"Boynton Beach, FL",
25027731202,"Main South, Worcester, MA",
2170000706,"Wasilla, AK",
6037123205,"North Hollywood, Los Angeles, CA",
72021031702,"Bayamón, PR",
31109003716,"Lincoln, NE",
49021110702,"Cedar City, UT",
8031003004,"South, Denver, CO",
36045980000,"Philadelphia, NY",
6059110003,"Garden Grove, CA",
55133202600,"Waukesha, WI",
48111950100,"Dalhart, TX",
25013811400,"Holyoke, MA",
17043841327,"Bartlett, IL",
6037503202,"East Whitter, Whittier, CA",
39133601802,"Rootstown, OH",
36009940000,"Versailles, NY",
24013507601,"Westminster, MD",
41051009804,"Centennial, Portland, OR",
53061052401,"Snohomish, WA",
4011960300,"Duncan, AZ",
50011010300,"Richford, VT",
8059010213,"Lamar Heights Area, Arvada, CO",
9009170600,"Meriden, CT",
40119010102,"Stillwater, OK",
6019005801,"Clovis, CA",
48439113212,"Fort Worth, TX",
53061052708,"Marysville, WA",
39031961500,"Coshocton, OH",
25027702200,"Royalston, MA",
36029006301,"Forest, Buffalo, NY",
26115833300,"Lambertville, MI",
41051000802,"Creston - Kenilworth, Portland, OR",
24005490605,"Towson, MD",
36103159300,"Bellport, NY",
27039950100,"Mantorville, MN",
48457950100,"Colmesneil, TX",
48441011900,"Original Town South, Abilene, TX",
6073020210,"East Grove, Escondido, CA",
36083040200,"Troy, NY",
6079011704,"Pismo Beach, CA",
37057060400,"Lexington, NC",
26115833900,"Temperance, MI",
15003010507,"Kaneohe, HI",
4013030402,"Cave Creek, AZ",
26049013110,"Linden, MI",
6079010701,"Los Osos, Baywood-Los Osos, CA",
50017959300,"Braintree, VT",
6079010404,"Cambria, CA",
37183053006,"Ivory Hills, Apex, NC",
17031839800,"Bridgeport, Chicago, IL",
48439113814,"North Richland Hills, TX",
36109000400,"Ithaca, NY",
37137950202,"Oriental, NC",
6085510002,"South Los Altos, Los Altos, CA",
36087012105,"Monsey, NY",
72113072701,"Ponce, PR",
39135455001,"Eaton, OH",
21019030500,"Ashland, KY",
49019000300,"Moab, UT",
17031803610,"Palatine, IL",
53067010100,"Olympia, WA",
4013108301,"Camelback East Village, Phoenix, AZ",
20177000900,"Oakland, Topeka, KS",
8069001607,"Harvest Park, Fort Collins, CO",
51153901234,"Manassas, VA",
39155933700,"Newton Falls, OH",
24510260900,"Baltimore, MD",
8005085200,"Centennial, CO",
26047970600,"Petoskey, MI",
26147630400,"Fort Gratiot Township, MI",
6065045303,"Indio, CA",
21111008800,"Highlands Douglass, Louisville, KY",
53005010809,"Kennewick, WA",
6065045120,"La Quinta, CA",
4021000901,"Florence, AZ",
6037574901,"Los Altos, Long Beach, CA",
6037670328,"Palos Verdes Estates, CA",
8001008551,"Thornton, CO",
47035970601,"Crossville, TN",
53073010900,"Lummi Island, WA",
6079010703,"Los Osos, Baywood-Los Osos, CA",
2020002601,"Abbott Loop, Anchorage, AK",
6037276400,"Westchester, Los Angeles, CA",
29095004400,"Union Hill, Kansas City, MO",
8059009815,"Cameo Estates, Arvada, CO",
39035160100,"Lakewood, OH",
15009030800,"Wailuku, HI",
17197881112,"New Lenox, IL",
51171040600,"Edinburg, VA",
32003003609,"North Las Vegas, NV",
4013615300,"Lake Pleasant Mobile Home Estates, Sun City, AZ",
51107611209,"Sterling, VA",
51013102802,"Claremont, Arlington, VA",
36103158111,"Selden, NY",
72027320500,"Camuy, PR",
6029002807,"Olde Stockdale, Bakersfield, CA",
9001110302,"Shelton, CT",
4013061018,"Pebblecreek, Goodyear, AZ",
19143460100,"Sibley, IA",
36063022702,"Lockport, NY",
18089042802,"Dyer, IN",
36011041700,"Auburn, NY",
36059301400,"Port Washington, NY",
13117130608,"Duluth, GA",
23001030100,"Lisbon, ME",
13117130307,"Cumming, GA",
36007000900,"Binghamton, NY",
50027965300,"Rochester, VT",
36007012400,"Deposit, NY",
36065024400,"Oneida County, NY",
72145560600,"Vega Baja, PR",
17097861701,"Waukegan, IL",
48209010400,"San Marcos, TX",
26163574700,"Dearborn, MI",
20091053703,"Gardner, KS",
20015020901,"Augusta, KS",
6037124700,"Van Nuys, Los Angeles, CA",
13117130101,"Cumming, GA",
48215024302,"Edcouch, TX",
39155930300,"Cortland, OH",
6029006304,"Arvin, CA",
27145011400,"Saint Augusta, MN",
13059002000,"Athens, GA",
21061920300,"Mammoth Cave, KY",
49005001201,"Millville, UT",
19061001102,"Dubuque, IA",
72143550100,"Breñas, Dorado, PR",
36047014700,"Kings County, NY",
34017014900,"North Bergen, NJ",
26147652600,"Goodells, MI",
72021031632,"Bayamón, PR",
39085205300,"Perry, OH",
26099231600,"Sterling Heights, MI",
34035053901,"Rocky Hill, NJ",
42095017000,"Easton, PA",
41011000600,"Coos Bay, OR",
23023970700,"Bath, ME",
55089630201,"Port Washington, WI",
17043846523,"Naperville, IL",
36005025000,"Bronx County, NY",
47149040304,"Smyrna, TN",
17027900601,"Germantown, IL",
42033331000,"Woodland, PA",
42133022500,"Glenville, PA",
25017310602,"Pawtucketville, Lowell, MA",
36059302102,"Roslyn Heights, NY",
27053026909,"Rogers, MN",
4003001100,"Bisbee, AZ",
19161080100,"Schaller, IA",
8013012507,"Martin Acres, Boulder, CO",
21197970100,"Stanton, KY",
17095001500,"Abingdon, IL",
12099003504,"Palm Beach, FL",
17031110200,"Gladstone Park, Chicago, IL",
6063000400,"Greenville, CA",
6065043005,"Lake Elsinore, CA",
55133201403,"New Berlin, WI",
36047053800,"Kings County, NY",
46099001001,"Sioux Falls, SD",
47039955101,"Decaturville, TN",
13213010202,"Chatsworth, GA",
48439114206,"Fort Worth, TX",
17031210501,"Avondale, Chicago, IL",
6057000802,"Nevada City, CA",
24510120202,"Baltimore, MD",
27053103100,"Northeast Minneapolis, Minneapolis, MN",
49049010211,"Alpine, UT",
41051004700,"Northwest District, Portland, OR",
26163550900,"Grosse Pointe Shores, MI",
20191962100,"Belle Plaine, KS",
34041031402,"Hackettstown, NJ",
4013216846,"North Scottsdale, Scottsdale, AZ",
33013031001,"Bow, NH",
26163580100,"Wyandotte, MI",
17031210800,"Avondale, Chicago, IL",
42077006204,"Allentown, PA",
21091960200,"Lewisport, KY",
54033030200,"North View, Clarksburg, WV",
26111291200,"Midland, MI",
5137950202,"Mountain View, AR",
18057110903,"Carmel, IN",
48201430400,"Memorial, Houston, TX",
12071090100,"Boca Grande, FL",
13139000102,"Gainesville, GA",
32031980100,"North Valleys, Reno, NV",
27053026018,"Eden Prairie, MN",
41019190000,"Myrtle Creek, OR",
21067002800,"Hill N Dale, Lexington, KY",
4013082016,"Maryvale Village, Phoenix, AZ",
26163558400,"Livonia, MI",
42119090200,"Millmont, PA",
21035010700,"Murray, KY",
42125795700,"Fredericktown, PA",
36029015401,"Derby, NY",
6107001302,"Visalia, CA",
29133950100,"Charleston, MO",
34025811900,"Allentown, NJ",
42051262800,"Uniontown, PA",
48141010328,"Los Paseos, El Paso, TX",
15003007505,"Aliamanu - Salt Lakes - Foster Village, Honolulu, HI",
36059301900,"Manhasset, NY",
39103416100,"Brunswick, OH",
41009970300,"Rainier, OR",
22023002000,,
53033029306,"Kent, WA",
17197880417,"Plainfield, IL",
53033002000,"Maple Leaf, Seattle, WA",
39095004501,"Beverly, Toledo, OH",
39113021100,"Dayton, OH",
53073000400,"Columbia, Bellingham, WA",
12095014813,"Orlando, FL",
26163591502,"Brownstown Charter Township, MI",
24037876100,"Leonardtown, MD",
42095018100,"Easton, PA",
48499950302,"Yantis, TX",
12115002402,"Venice, FL",
26017286000,"Bay City, MI",
26163574100,"Dearborn, MI",
36059405900,"West Hempstead, NY",
29093950300,"Ironton, MO",
12101032007,"Land O Lakes, Land O' Lakes, FL",
72097080500,"Mayagüez, PR",
12109020707,"Ponte Vedra Beach, FL",
53005010811,"Kennewick, WA",
42129803100,"North Irwin, PA",
4013050701,"Blue Hills, Buckeye, AZ",
27053023903,"Edina, MN",
72127004400,"San Juan, PR",
48487950600,"Vernon, TX",
6073013420,"Rancho del Rey, Chula Vista, CA",
6037192420,"Central LA, Los Angeles, CA",
23019000300,"Bangor, ME",
6001435900,"San Lorenzo, CA",
36119012503,"South Salem, NY",
47025970800,"Tazewell, TN",
35049010400,"Santa Fe, NM",
29137960200,"Paris, MO",
42003439000,"Sewickley, PA",
6073019105,"Escondido, CA",
54061010101,"Morgantown, WV",
36027040003,"Wingdale, NY",
72127008700,"San Juan, PR",
47163041400,"Kingsport, TN",
40143007524,"Tulsa, OK",
55117011400,"Ellis Historical District, Sheboygan, WI",
33019975500,"Lempster, NH",
72021031125,"Bayamón, PR",
17119401721,"Bethalto, IL",
8083969200,"Lewis, CO",
36047044300,"Kings County, NY",
36103190502,"Westhampton Beach, NY",
4013422309,"Gilbert, AZ",
29099700502,"Hillsboro, MO",
47129110100,"Sunbright, TN",
6037701602,"Mid-City, Santa Monica, CA",
24005404600,"Reisterstown, MD",
34023006606,"East Brunswick, NJ",
4013616000,"Glendale, AZ",
4013104217,"Glendale, AZ",
42091203207,"Blue Bell, PA",
32031001010,"Reno, NV",
27053000603,"Northeast Minneapolis, Minneapolis, MN",
6067008138,"Larchmont Northridge, Citrus Heights, CA",
26115830500,"Carleton, MI",
20177003302,"Topeka, KS",
6073021202,"Alpine, CA",
49049000603,"Lindon, UT",
26029000500,"Beaver Island, MI",
4013420216,"Alta Mesa Community Association, Mesa, AZ",
42129801200,"Leechburg, PA",
6059099231,"Fountain Valley, CA",
20051072900,"Hays, KS",
12099007766,"Boca Raton, FL",
34003026200,"Hillsdale, NJ",
8123001405,"Evans, CO",
39035173107,"Middleburg Heights, OH",
41047002501,"Keizer, OR",
31079000300,"Grand Island, NE",
39031961600,"Coshocton, OH",
41029000201,"Medford, OR",
6065043252,"Temecula, CA",
53061041608,"Silver Lake, Everett, WA",
48397040200,"Rockwall, TX",
6059042335,"Laguna Niguel, CA",
17137952100,"Jacksonville, IL",
55111000402,"Baraboo, WI",
53033021905,"Bothell, WA",
6081603900,"San Bruno, CA",
34039038602,"Scotch Plains, NJ",
15003010905,"Kailua, HI",
5143011200,"Springdale, AR",
36103158010,"Setauket- East Setauket, NY",
26121002900,"Ravenna, MI",
36109001400,"Freeville, NY",
37101040400,"Princeton, NC",
41059950100,"Milton-Freewater, OR",
6059021921,"Anaheim Hills, Anaheim, CA",
29077002402,"Oak Grove, Springfield, MO",
12021010509,"South Naples, Naples, FL",
39099813200,"Sebring, OH",
5115951100,"Atkins, AR",
6097153801,"Windsor, CA",
17195000500,"Fulton, IL",
26055551400,"Traverse City, MI",
34019011301,"Flemington, NJ",
42079201500,"Wilkes-Barre, PA",
